card,date,real_users
NVIDIA GeForce RTX 3080 Ti,2021-08-01,35892
NVIDIA GeForce RTX 3080 Ti,2021-09-01,59361
NVIDIA GeForce RTX 3080 Ti,2021-10-01,73057
NVIDIA GeForce RTX 3080 Ti,2021-11-01,93810
NVIDIA GeForce RTX 3080 Ti,2021-12-01,94934
NVIDIA GeForce RTX 3080 Ti,2022-01-01,108091
NVIDIA GeForce RTX 3080 Ti,2022-02-01,117354
NVIDIA GeForce RTX 3080 Ti,2022-03-01,131120
NVIDIA GeForce RTX 3080 Ti,2022-04-01,146872
NVIDIA GeForce RTX 3080 Ti,2022-05-01,182810
NVIDIA GeForce RTX 3080 Ti,2022-06-01,156626
NVIDIA GeForce RTX 3080 Ti,2022-07-01,201553
NVIDIA GeForce RTX 3080 Ti,2022-08-01,185488
NVIDIA GeForce RTX 3080 Ti,2022-09-01,184525
NVIDIA GeForce RTX 3080 Ti,2022-10-01,198277
NVIDIA GeForce RTX 3080 Ti,2022-11-01,214898
NVIDIA GeForce RTX 3080 Ti,2022-12-01,203520
NVIDIA GeForce RTX 3080 Ti,2023-01-01,228104
NVIDIA GeForce RTX 3080 Ti,2023-02-01,216473
