card,date,real_users
AMD Radeon HD 6800 Series,2015-05-01,73796
AMD Radeon HD 6800 Series,2015-06-01,75068
AMD Radeon HD 6800 Series,2015-09-01,68693
AMD Radeon HD 6800 Series,2015-11-01,94319
AMD Radeon HD 6800 Series,2016-01-01,70251
AMD Radeon HD 6800 Series,2016-02-01,62638
AMD Radeon HD 6800 Series,2016-03-01,60438
AMD Radeon HD 6800 Series,2016-04-01,59935
AMD Radeon HD 6800 Series,2016-05-01,63192
AMD Radeon HD 6800 Series,2016-06-01,56410
AMD Radeon HD 6800 Series,2016-07-01,56734
AMD Radeon HD 6800 Series,2016-08-01,50804
AMD Radeon HD 6800 Series,2016-10-01,52113
AMD Radeon HD 6800 Series,2016-11-01,48503
AMD Radeon HD 6800 Series,2016-12-01,45295
AMD Radeon HD 6800 Series,2017-08-01,34671
AMD Radeon HD 6800 Series,2018-04-01,30960
AMD Radeon HD 6800 Series,2018-05-01,27615
AMD Radeon HD 6800 Series,2018-06-01,24703
AMD Radeon HD 6800 Series,2018-08-01,21086
