,game,release,peak_players,total_reviews,rating
59218,MacGuffin,2016-02-18,8,13,58.49
59219,Yrminsul,2016-03-02,42,13,58.49
59220,Spooky Heroes,2016-06-24,579,13,58.49
59222,Timore Inferno,2016-06-02,1230,132,58.46
59224,3D Chess,2016-12-06,58,52,58.41
59225,Spellbind,2016-03-04,1340,15,58.41
59227,Wanda,2016-06-03,1693,71,58.35
59230,Cyborg Rage,2016-02-19,3,8,58.33
59231,Witan,2016-07-12,3,8,58.33
59232,Highway to the Moon,2016-08-26,700,8,58.33
59233,Combat Racers,2016-04-16,38,3,58.33
59234,Anthelion,2016-07-26,8,3,58.33
59235,Night Vigil,2016-08-10,167,3,58.33
59238,Brumm,2016-11-01,4,3,58.33
59239,Nanomedix Inc,2016-10-27,5,3,58.33
59240,Lonelyland VR,2016-11-09,4,3,58.33
59241,Fly and Destroy,2016-07-29,1629,103,58.31
59242,Cmoar VR Cinema UHD,2016-09-30,19,82,58.3
59243,VR Escape the space station,2016-08-25,11,23,58.28
59244,Eagle Flight,2016-12-20,118,147,58.27
59245,Mystic Saga,2016-01-27,1233,93,58.27
59246,Sunny Hillride,2016-02-01,12,37,58.26
59247,The Construct,2016-09-12,2292,37,58.26
59250,Virtual Rogue,2016-04-08,152,10,58.21
59253,Barnyard Mahjong 3,2016-07-29,120,46,58.14
59254,Let Hawaii Happen VR,2016-10-22,9,12,58.14
59256,Survival Kingdom,2016-10-13,1445,16,58.07
59257,3D Arcade Fishing,2016-12-20,39,16,58.07
59258,Dance Magic,2016-02-16,184,20,58.05
59260,Ghostdream,2016-10-24,207,18,58.05
59261,NightCry,2016-03-29,90,107,57.96
59264,Space Bit Attack,2016-04-05,3,5,57.96
59265,Pulse Shift,2016-08-29,172,5,57.96
59266,Toon Ocean VR,2016-08-27,4,5,57.96
59267,Block Wave,2016-09-09,3,5,57.96
59268,VR Fun World,2016-11-21,16,5,57.96
59270,Nodiatis,2016-11-15,63,31,57.88
59271,Summer Sale,2016-06-02,170,380,57.86
59272,Shining Plume,2016-10-14,779,25,57.82
59273,Redemption,2016-08-11,36,7,57.82
59274,Lolly Joe,2016-08-06,52,7,57.82
59275,The Fifth Expedition,2016-04-07,16,7,57.82
59276,Save Home,2016-10-01,1791,19,57.77
59278,Escape from Pleasure Planet,2016-12-16,8,17,57.75
59279,And So It Was,2016-02-29,4,15,57.74
59280,Galactic Landing,2016-12-09,1653,15,57.74
59281,Pane In The Glass,2016-08-08,11,13,57.73
59282,Russian VR Coasters,2016-07-27,16,13,57.73
59283,Blackfaun,2016-10-26,8,11,57.73
59284,Blood Ties,2016-10-21,1345,30,57.68
59288,Soviet City,2016-03-31,12,44,57.58
59289,Darkness Ahead,2016-11-02,2814,24,57.58
59290,Take Thy Throne,2016-07-05,2071,93,57.56
59291,Last Days of Old Earth,2016-06-07,13,22,57.54
59292,GROOVY,2016-05-27,694,49,57.53
59293,Smash Up,2016-10-12,96,94,57.5
59294,Elemental Heroes,2016-03-04,171,68,57.49
59295,Immune,2016-12-09,511,597,57.48
59296,Planar Conquest,2016-05-30,212,190,57.48
59297,XCavalypse,2016-06-06,13,18,57.46
59298,Crystal Rift,2016-03-30,8,52,57.45
59299,Red Risk,2016-03-04,9996,356,57.44
59301,TERROR LAB,2016-03-16,5,36,57.43
59303,Caretaker Retribution,2016-12-15,3,2,57.39
59304,Rescue From Goblin Deep,2016-01-26,4,2,57.39
59305,Minigame Party VR,2016-04-05,2,2,57.39
59306,Savana,2016-07-26,3,2,57.39
59307,PROJECT XINATRA,2016-08-08,2,2,57.39
59308,Mythic Victory Arena,2016-10-03,5,2,57.39
59309,Robot Incursion,2016-11-21,2,2,57.39
59311,Kamio Recoil,2016-12-21,5,2,57.39
59312,Hover Hazard,2016-10-21,4002,25,57.37
59313,Zone4,2016-11-21,807,250,57.36
59314,Marcus Level,2016-01-20,93,14,57.36
59315,Miaou Moon,2016-08-19,104,14,57.36
59316,Tyler,2016-01-14,306,12,57.31
59317,CRAPPY ZOMBIE GAME,2016-10-28,4,12,57.31
59318,Rising Islands,2016-08-02,144,44,57.29
59320,Spectrubes,2016-03-25,284,8,57.21
59321,World Boxing Manager,2016-12-10,24,52,57.2
59323,Soup,2016-03-19,95,19,57.19
59326,Wincars Racer,2016-11-18,7,4,57.18
59329,Draconic Order VR,2016-10-31,4,4,57.18
59331,Demented Pixie,2016-12-14,116,4,57.18
59332,Scapeland,2016-03-31,169,26,57.17
59333,Project Abyss,2016-11-18,89,26,57.17
59335,Planet 1138,2016-02-18,4,6,57.17
59337,Paradox Paradigm,2016-05-23,7,6,57.17
59339,The Planet of the Vicious Creatures,2016-10-05,2,6,57.17
59341,Eight Mini Racers,2016-01-12,1260,31,57.12
59342,Crazy Pixel Streaker,2016-06-07,26,36,57.09
59343,SurrealVR,2016-04-16,9,29,57.05
59344,Vinyl,2016-07-01,31,118,57.03
59349,Street Warriors Online,2016-12-16,1436,704,56.96
59350,Desert Ride Coaster,2016-12-08,14,20,56.94
59351,Hashtag Dungeon,2016-06-01,128,13,56.94
59353,Bombshell,2016-01-29,90,164,56.9
59356,Bizarre Earthquake,2016-05-11,2019,193,56.85
59357,Push For Emor,2016-10-24,11,18,56.84
59358,Elems,2016-10-28,12590,11,56.83
59359,Slayer Shock,2016-09-29,28,38,56.81
59360,FritzChess 15,2016-02-22,37,33,56.8
59361,Dead Island Retro Revenge,2016-06-01,28,176,56.78
59366,Bunker Constructor,2016-06-24,6,9,56.69
59369,Legends of Time,2016-09-27,5,9,56.69
59370,Special Delivery,2016-12-16,5,9,56.69
59372,Beerman,2016-08-03,517,24,56.6
59373,So Long Earth,2016-04-29,74,19,56.59
59374,Link,2016-04-22,58,19,56.59
59375,Bacteria,2016-03-23,3666,160,56.58
59376,Congo,2016-03-21,65,81,56.56
59377,Zero Gravity,2016-08-28,5,7,56.53
59378,Classic Fun Collection 5 in 1,2016-04-29,5,7,56.53
59379,Magnetta,2016-08-31,5,7,56.53
59380,Hypnorain,2016-07-08,40,7,56.53
59382,Yon Paradox,2016-05-06,8,22,56.49
59384,Kickoff Legends,2016-12-13,9,12,56.44
59388,MOBIUS FINAL FANTASY,2016-10-31,2282,47,56.39
59390,Return to Krondor,2016-12-15,10,28,56.36
59392,Bunny Bash,2016-04-28,7,5,56.32
59394,Duplexer,2016-01-29,3,5,56.32
59395,G Prime Into The Rain,2016-08-19,2,5,56.32
59396,Super GunWorld 2,2016-08-17,626,5,56.32
59397,Suppressed,2016-10-12,4,5,56.32
59398,MIGHT,2016-07-13,11,15,56.29
59399,Chowderchu,2016-01-05,2651,23,56.28
59401,Roomscale Tower,2016-07-26,5,10,56.25
59402,The Cold War Era,2016-09-09,9,10,56.25
59406,Retro Football Boss,2016-09-13,11,13,56.1
59407,Savage Resurrection,2016-08-18,1944,620,56.09
59408,UnderDread,2016-03-01,203,56,56.09
59409,Autumn,2016-05-14,2752,108,56.07
59410,iGrow Game,2016-06-09,1420,93,56.05
59411,Nebulous,2016-08-30,2,3,56.05
59412,Slide Ride Arcade,2016-06-15,1159,3,56.05
59413,Defense of Castle Chilly,2016-12-15,3,3,56.05
59414,ShowdownVR,2016-09-19,2,3,56.05
59415,Pen Island VR,2016-10-14,4,3,56.05
59416,Project Alpha 002,2016-10-28,3,3,56.05
59419,DOOORS VR,2016-12-24,4,3,56.05
59420,Rollout,2016-09-15,8,33,56.03
59421,Metal Assault,2016-03-18,367,128,56.02
59423,Annie Amber,2016-06-17,886,36,56.02
59424,Rock Paper Scissors Champion,2016-03-02,18,208,56.01
59426,High Fidelity,2016-11-09,164,48,56.0
59427,Herolike,2016-09-28,114,22,55.94
59428,ComPet,2016-11-29,18,31,55.9
59429,The Great Escape,2016-01-11,570,11,55.86
59431,Citadel,2016-08-17,210,11,55.86
59432,Mind Unleashed,2016-05-05,15,14,55.8
59434,O3DX,2016-01-22,124,26,55.75
59435,Story Of the Survivor,2016-02-17,18,26,55.75
59438,Hybrid Animals,2016-08-30,65,174,55.7
59439,That Dam Level redux,2016-02-25,3,1,55.69
59440,Vega Tank,2016-04-29,3,1,55.69
59441,Bug N Out,2016-05-03,1,1,55.69
59442,Pet Store Panic,2016-05-17,2,1,55.69
59444,Splash Bash,2016-07-26,3,1,55.69
59446,House of Alice,2016-07-12,2,1,55.69
59447,Domino VR,2016-08-03,2,1,55.69
59448,Violet Haunted,2016-10-21,2,1,55.69
59450,Horizon Of History,2016-11-16,2,1,55.69
59451,Aoki Ookami to Shiroki Mejika,2016-12-14,5,1,55.69
59452,Arena Master,2016-11-17,2,1,55.69
59454,JETPACK PORTER,2016-12-05,5,1,55.69
59458,Remnants of a Beautiful Day,2016-05-18,903,30,55.61
59459,DreamLand,2016-07-07,13,27,55.59
59460,Age of Cavemen,2016-05-24,494,242,55.58
59462,Backstreets of the Mind,2016-03-04,4,9,55.55
59463,Everything is Peachy,2016-08-25,6,9,55.55
59464,So Much Blood,2016-06-03,8,18,55.53
59465,SuperMoose,2016-11-05,180,15,55.52
59466,Earth Liberation,2016-12-15,17,15,55.52
59467,TZOMPANTLI,2016-11-10,202,12,55.52
59468,Alpine Ski VR,2016-12-16,6,12,55.52
59469,Franchise Hockey Manager 3,2016-10-31,155,41,55.45
59470,The Lost,2016-08-17,2421,28,55.44
59474,Monster Puzzle,2016-12-08,1320,70,55.32
59475,Big Buck Hunter Arcade,2016-10-25,9,36,55.27
59476,Ludo Supremo,2016-06-08,93,57,55.25
59478,Astral Domine,2016-05-02,4,13,55.22
59479,Bowslinger,2016-04-05,5,13,55.22
59480,Limberjack,2016-09-01,8,13,55.22
59481,CODE OF PRINCESS,2016-04-14,134,127,55.21
59482,Find Out,2016-02-16,1813,54,55.21
59483,Luke Sidewalker,2016-12-05,1600,54,55.21
59484,INFERNO CLIMBER,2016-09-09,23,47,55.21
59486,Candy Blast,2016-06-30,2108,58,55.18
59487,Dorke and Ymp,2016-10-19,128,10,55.17
59489,Dog Fight,2016-01-29,3,4,55.14
59490,Sector 724,2016-11-04,1342,4,55.14
59491,Maze Roller,2016-08-23,2,4,55.14
59493,Starship Survivor,2016-12-24,3,4,55.14
59495,Secrets of Deep Earth Shrine,2016-05-04,448,7,55.13
59496,Lord Mayor,2016-07-21,5,7,55.13
59497,Sky Jac,2016-10-25,5,7,55.13
59498,Incursion The Thing,2016-11-10,25,20,55.12
59499,Lif,2016-01-21,25,59,55.11
59501,The Secret of Pineview Forest,2016-10-31,29,50,54.96
59502,BATTLE PIXELS,2016-01-14,586,28,54.96
59503,Genesis of Drones,2016-05-24,10,14,54.96
59504,Cursor Challenge,2016-04-05,176,14,54.96
59505,Dogfight Elite,2016-06-11,7,14,54.96
59506,A Week of Circus Terror,2016-08-05,50,14,54.96
59507,High Octane Drift,2016-10-14,524,2641,54.95
59508,HoCWar,2016-12-29,30,54,54.94
59510,Kuboom,2016-10-07,3145,1343,54.91
59511,ADR1FT,2016-03-28,447,771,54.9
59512,Boundel,2016-11-14,58,129,54.89
59513,The Purge Day,2016-11-25,30,18,54.84
59514,Imperia Online,2016-04-15,254,112,54.79
59517,Iron Commando,2016-07-13,128,22,54.77
59518,Breached,2016-06-22,45,57,54.74
59520,Infinium Strike,2016-07-14,69,30,54.71
59521,The Warden,2016-03-18,5,8,54.69
59522,Elansar,2016-01-11,4,8,54.69
59523,Marlene Act 1 Betwixt,2016-10-25,4,8,54.69
59524,Pepe Porcupine,2016-06-06,123,54,54.67
59525,Shut Eye,2016-10-01,471,50,54.67
59527,Path of War,2016-09-12,283,80,54.59
59528,Rebirth of Island,2016-11-04,115,43,54.59
59529,Behind the Memory,2016-12-19,6,35,54.59
59530,The Mahjong Huntress,2016-05-25,475,93,54.57
59531,Dynamite Alex,2016-09-09,2001,12,54.55
59532,Guardian Of December,2016-11-30,42,12,54.55
59534,BUDDY,2016-05-27,8,36,54.49
59535,Gyrodisc Super League,2016-03-04,5,5,54.48
59536,Astroderps,2016-06-18,4,5,54.48
59537,Across,2016-11-04,2,5,54.48
59538,The Shadowland,2016-07-17,1551,28,54.47
59540,White Mirror,2016-01-27,1555,155,54.42
59542,The Grandfather,2016-05-03,4,67,54.39
59543,Trackday Manager,2016-03-31,168,148,54.37
59544,Mahjong Destiny,2016-06-17,220,50,54.37
59546,Beyond Flesh and Blood Episode 1,2016-06-01,6,9,54.33
59547,Gumball Drift,2016-04-04,2,9,54.33
59551,Entschuldigung,2016-12-20,205,17,54.3
59552,Bloxitivity,2016-01-21,91,13,54.3
59555,Romance of the Three Kingdoms XIII,2016-01-28,11909,2992,54.28
59557,LuckCatchers,2016-11-15,413,362,54.21
59558,Help,2016-10-14,1137,66,54.21
59559,The Rise of Chubtan,2016-01-21,37,2,54.17
59560,Heal Them All,2016-03-08,4,2,54.17
59561,Gear Gauntlet,2016-11-01,40,2,54.17
59562,Spellforge,2016-10-05,3,2,54.17
59563,Bloxiq VR,2016-08-30,105,2,54.17
59564,Adventure Of Thieves,2016-08-18,2,2,54.17
59566,Green Moon 2,2016-08-14,5,2,54.17
59567,peakvox Escape Virus HD,2016-11-10,23,2,54.17
59570,Space Ghost Pirate Zombie Slayer,2016-11-21,2,2,54.17
59572,The Jigsaw Puzzle Garden,2016-12-09,2,2,54.17
59573,Christmas Massacre VR,2016-12-27,3,2,54.17
59576,Talewind,2016-09-23,37,40,54.13
59578,No Pineapple Left Behind,2016-02-18,14,18,54.12
59579,Kaboom Monsters,2016-07-07,1628,54,54.11
59582,Void,2016-08-16,50,14,54.07
59583,Ray Gigant,2016-08-10,113,46,54.02
59584,Mistwood Heroes,2016-12-31,1760,23,54.02
59585,POLYCRUSHER,2016-10-14,6,10,54.02
59586,Halloween Mysteries,2016-12-05,1431,10,54.02
59587,Sebastien Loeb Rally EVO,2016-01-29,234,397,53.98
59588,CHEXS,2016-09-22,2,6,53.98
59589,City VR,2016-09-27,4,6,53.98
59590,Ancient Rome 2,2016-11-06,12,6,53.98
59593,Last Days,2016-10-20,1504,19,53.95
59595,FINAL TAKE,2016-06-16,2571,164,53.9
59597,Fantastic 4 In A Row 2,2016-08-15,121,44,53.82
59599,Leviathan Starblade,2016-11-04,110,20,53.8
59601,Rugby Union Team Manager 2017,2016-11-25,68,46,53.69
59602,Magic Potion Explorer,2016-03-11,39,41,53.68
59605,Ultimate Arena FPS,2016-09-05,22,106,53.63
59606,Clicker Guild,2016-12-16,1761,287,53.62
59607,Bonsai,2016-02-18,611,74,53.61
59608,SHOCK TROOPERS 2nd Squad,2016-09-28,6,42,53.61
59611,Mimic Arena,2016-05-18,6,7,53.59
59613,21 Steps to Soul,2016-10-25,4,7,53.59
59614,RoboSports VR,2016-11-08,5,7,53.59
59615,Bullet Life 2010,2016-05-19,233,48,53.56
59616,Piggy Princess,2016-03-19,1181,22,53.53
59618,Super Space Pug,2016-06-04,5197,127,53.52
59619,Max Stern,2016-10-21,233,17,53.52
59620,Shotgun Raiders,2016-09-16,335,12,53.52
59622,Kalaban,2016-12-29,208,33,53.48
59624,The Black Death,2016-04-19,614,1020,53.43
59627,Terminal Hacker,2016-12-02,649,74,53.39
59628,Madness,2016-11-22,1023,40,53.37
59629,Dead Stop,2016-02-29,5,3,53.32
59630,DSS,2016-04-12,5,3,53.32
59631,Parasite,2016-01-19,4,3,53.32
59632,Atriage,2016-04-07,167,3,53.32
59633,BowMage,2016-09-26,3,3,53.32
59634,A Verdant Hue,2016-07-26,18,3,53.32
59636,Hover Havoc,2016-07-28,18,3,53.32
59640,Cogs and Cowboys,2016-08-10,7,8,53.27
59641,World of Golf,2016-12-06,7,8,53.27
59643,NBA 2K17,2016-09-20,14905,4113,53.24
59644,Arctic alive,2016-01-29,10,25,53.19
59645,Germ Wars,2016-11-21,2595,100,53.14
59646,Ohr,2016-12-02,199,14,53.13
59647,Wild Romance,2016-10-19,206,57,53.09
59648,Contract,2016-01-05,13,26,53.09
59649,Caravanserail,2016-03-10,940,26,53.09
59650,NASCAR Heat Evolution,2016-09-12,114,143,53.06
59653,Captivity,2016-10-20,2424,46,53.0
59654,Winning Post 8 2016,2016-02-19,1646,9,53.0
59655,Tank Hero VR,2016-08-25,4,9,53.0
59656,Pinball Parlor,2016-12-24,6,9,53.0
59657,Bowling at the Lake,2016-12-08,9,9,53.0
59658,Tower Dwellers,2016-08-23,41,15,52.97
59659,Airstrike HD,2016-03-23,4899,178,52.94
59660,reconquest,2016-12-17,46,116,52.92
59661,Trench Run,2016-04-07,219,41,52.92
59662,InfinitasDM,2016-11-29,13,22,52.88
59663,The Next Door,2016-03-22,4460,381,52.87
59664,OddPlanet,2016-05-11,9,70,52.84
59665,Shonen Idle Z,2016-07-22,1287,250,52.78
59666,Drusilla Dreams,2016-04-22,3,23,52.78
59668,Shepherds of the Abyss,2016-11-18,7,10,52.78
59669,Deep Below,2016-09-23,7,10,52.78
59670,Defend Felinearth,2016-06-10,10,4,52.78
59671,bloxyz,2016-05-20,3,4,52.78
59672,Lectrovolt II,2016-08-23,2,4,52.78
59673,Zia and the goddesses of magic,2016-09-26,3,4,52.78
59674,Princess Kidnapper VR,2016-11-18,3,4,52.78
59676,Hacker Evolution IMMERSION,2016-07-29,4,17,52.7
59678,Twisted Worlds,2016-06-17,82,60,52.68
59679,Cloney,2016-01-20,42,123,52.63
59680,Zombies on a Plane,2016-03-26,1242,124,52.61
59681,Ancient VR coaster,2016-07-04,4,11,52.59
59682,The Dungeons of Castle Madness,2016-08-08,49,11,52.59
59683,Preston Sterling,2016-08-19,5,11,52.59
59684,Colt Express,2016-11-17,38,48,52.56
59685,Burst,2016-03-15,1511,19,52.47
59686,ALONE IN SPACE,2016-02-23,20,75,52.45
59688,Ridge,2016-07-07,1307,12,52.42
59689,Boxing Saga,2016-10-21,4,12,52.42
59690,Dinocide,2016-01-21,204,102,52.4
59691,Grid Masters,2016-06-01,3,5,52.39
59693,Tribe Of Pok,2016-08-23,10,5,52.39
59694,Publisher Tycoon,2016-11-29,3,5,52.39
59695,VR Snowballs,2016-12-30,3,5,52.39
59698,Helmet Heroes,2016-10-03,319,434,52.33
59699,Solitaire Royale,2016-09-16,10,21,52.28
59701,Dream Dealer,2016-10-01,3175,100,52.27
59702,Happy Empire,2016-08-19,6,30,52.24
59705,Blue Tear,2016-12-16,20,40,52.17
59706,Stealth Labyrinth,2016-04-29,37,14,52.15
59707,A Land Fit For Heroes,2016-05-04,8,14,52.15
59709,Silver Knight,2016-01-15,1460,41,52.13
59710,The Sun Will Rise,2016-10-04,17,32,52.12
59713,Geek Resort,2016-01-20,8,6,52.11
59715,End Of The Mine,2016-10-29,7,6,52.11
59716,One Way Flight,2016-04-22,8,6,52.11
59717,Escargot Kart,2016-06-17,16,6,52.11
59718,Veilia,2016-08-23,64,6,52.11
59719,Congresswolf,2016-10-28,25,6,52.11
59721,Story of a Cube,2016-03-04,951,15,52.03
59724,RPG Tycoon,2016-02-12,131,234,51.98
59725,Wars of Napoleon,2016-05-06,55,46,51.93
59726,MechaGore,2016-06-15,7,16,51.93
59727,Funklift,2016-06-08,28,7,51.89
59729,Sparkle ZERO,2016-03-14,361,155,51.78
59730,Astral Breakers,2016-02-04,76,8,51.71
59731,Miko Mole,2016-05-25,35,8,51.71
59733,Sanctuary VR,2016-12-18,331,8,51.71
59734,OnTheFrontLine,2016-10-20,1095,19,51.68
59735,Aiball,2016-06-22,1174,69,51.62
59736,Space Trucker,2016-11-23,169,20,51.61
59737,Ares Omega,2016-03-11,4653,9,51.56
59739,Door To Door,2016-08-02,547,21,51.55
59741,Star Fight,2016-11-11,791,21,51.55
59743,Fastigium,2016-12-19,11,22,51.49
59744,Pro Basketball Manager 2016,2016-01-14,51,36,51.46
59745,Villagers,2016-03-25,276,152,51.44
59746,The Daring Mermaid Expedition,2016-02-12,25,10,51.44
59747,Galaxy Combat Wargames,2016-09-29,11,10,51.44
59748,4Team,2016-12-13,103,10,51.44
59749,Hyposphere,2016-05-05,2120,94,51.43
59750,Swiftly,2016-01-26,1335,65,51.43
59751,BloodGate,2016-06-02,146,174,51.38
59752,Paintball 707,2016-11-30,10,25,51.34
59754,My Butler,2016-08-15,22,40,51.33
59755,Lion Quest,2016-07-11,197,26,51.3
59757,Space Beret,2016-10-25,5640,320,51.24
59760,Blind Trust,2016-05-27,162,705,51.17
59762,Samphi,2016-03-18,45,14,51.1
59763,Master of Orion 3,2016-02-25,91,69,51.09
59764,Grey Phobia,2016-08-23,34,32,51.09
59765,Sniper Tactical,2016-01-08,8,15,51.04
59766,Sweet Candy Mahjong,2016-09-30,75,34,51.03
59767,Plith,2016-06-02,258,16,50.99
59769,The Battle for Sector 219,2016-06-02,193,17,50.94
59772,Smoots World Cup Tennis,2016-06-01,64,18,50.9
59775,Clash of the Monsters,2016-04-14,26,179,50.8
59777,Just Hero,2016-09-28,1591,156,50.78
59778,ShapeShifter,2016-07-07,2915,75,50.77
59779,Relaxation balls,2016-11-08,1376,49,50.75
59781,Adventures Of Fluzz,2016-09-03,10,23,50.73
59782,Earth Space Colonies,2016-07-01,60,80,50.72
59783,The East New World,2016-04-27,26,24,50.71
59784,Fiery Disaster,2016-11-07,724,24,50.71
59786,Krinkle Krusher,2016-08-04,4,25,50.68
59787,Funfair Ride Simulator 3,2016-08-05,527,57,50.66
59788,Everest VR,2016-08-02,86,155,50.65
59789,3D Pool,2016-06-17,7,27,50.64
59790,Badiya,2016-11-11,38,161,50.63
59791,Unclaimed World,2016-10-04,96,95,50.62
59792,Draw Slasher,2016-10-13,1967,412,50.42
59793,Maui,2016-04-26,43,189,50.33
59794,Beastiarium,2016-12-05,743,59,50.32
59796,Renoir,2016-11-16,31,62,50.31
59797,Fabulous Food Truck,2016-07-21,107,64,50.3
59798,Music Wars Empire,2016-06-02,25,74,50.26
59799,PulseCharge,2016-01-27,4933,81,50.24
59800,Citalis,2016-11-03,2331,107,50.19
59801,Game Tycoon 2,2016-04-08,969,123,50.16
59803,Lucent Heart,2016-02-11,188,164,50.0
59804,Wheels of Aurelia,2016-09-20,24,84,50.0
59805,Wartune,2016-08-15,337,50,50.0
59806,Fighters Unleashed,2016-12-27,1640,43,50.0
59807,Visitors,2016-08-30,5,37,50.0
59808,Driftwood The Visual Novel,2016-08-08,18,35,50.0
59809,Close Order,2016-01-21,349,34,50.0
59810,Demesne,2016-03-12,7,33,50.0
59812,Warmada,2016-11-08,15,24,50.0
59813,Sunken,2016-05-26,11,22,50.0
59815,Footbrawl Playground,2016-09-01,16,21,50.0
59816,Dropship Down,2016-07-21,9,20,50.0
59817,Vistascapes VR,2016-07-08,6,18,50.0
59821,MechRunner,2016-07-15,23,11,50.0
59822,C O S M,2016-08-04,4,11,50.0
59823,Gravity Compass,2016-05-10,4,9,50.0
59824,VRNinja,2016-09-14,117,9,50.0
59826,PlayFortress,2016-12-07,3,8,50.0
59828,CoLab,2016-12-15,3,8,50.0
59829,MagixHome VR,2016-11-04,4,8,50.0
59831,Depths of Dread,2016-07-12,13,7,50.0
59835,Revolt,2016-01-26,3,6,50.0
59837,Beyond Power VR,2016-09-30,4,6,50.0
59839,Magic Tavern,2016-11-23,2,6,50.0
59840,Cologne,2016-03-10,10,5,50.0
59841,Ironguard,2016-10-14,5,5,50.0
59842,Always Higher,2016-07-21,3,5,50.0
59843,Maximum Archery The Game,2016-10-15,9,5,50.0
59845,Pirate Defense,2016-11-11,12,5,50.0
59847,The HinterLands,2016-05-27,4,4,50.0
59848,Cross Death VR,2016-07-28,3,4,50.0
59849,Galaxy of Trian Board Game,2016-10-18,68,4,50.0
59850,Moonlit Mayhem,2016-10-05,100,4,50.0
59851,Demon Hunter,2016-09-30,4,4,50.0
59852,Crumbled World,2016-12-01,4,4,50.0
59854,Swingin Swiggins,2016-12-16,40,4,50.0
59855,Work VR Shop,2016-12-08,3,4,50.0
59856,Stellar Stars,2016-11-10,4,3,50.0
59857,Dolphin Defense,2016-05-17,2,3,50.0
59858,10 Minute Tower,2016-07-26,3,3,50.0
59859,9Grids VR,2016-09-12,2,3,50.0
59860,Colony,2016-11-30,2,3,50.0
59861,Tank Defense Division,2016-09-09,5,3,50.0
59862,WackyMoles,2016-12-12,4,3,50.0
59863,Pitchfork,2016-09-30,2,3,50.0
59864,Singing Stones VR,2016-12-16,3,3,50.0
59865,Fallen Temple,2016-04-06,2,2,50.0
59866,Tormented 12,2016-07-07,4,2,50.0
59869,The Last,2016-08-18,2,2,50.0
59870,Chaos Of Hearts,2016-09-16,4,2,50.0
59871,Very Real Chess,2016-11-12,2,2,50.0
59872,Thunder Spheres,2016-12-09,2,2,50.0
59873,New Outbreak,2016-08-22,2,1,50.0
59874,Shift Orb,2016-11-01,2,1,50.0
59875,Taxi,2016-10-07,2,1,50.0
59876,My Own Pet,2016-07-20,1,1,50.0
59877,50 Years,2016-08-27,2,1,50.0
59878,Elves vs Goblins Defender,2016-10-27,4,1,50.0
59879,Isomorph,2016-09-02,2,1,50.0
59880,Teratini VR,2016-12-21,2,1,50.0
59881,0 Day,2016-11-16,2,1,50.0
59883,Head Shot,2016-06-03,4255,868,49.95
59884,Pro Gamer Manager,2016-04-28,484,347,49.94
59886,Insincere,2016-05-12,5281,127,49.84
59888,Oil Enterprise,2016-04-20,115,89,49.78
59889,Warriors of Vilvatikta,2016-08-26,5550,74,49.74
59890,Knight Online,2016-01-25,24594,5149,49.66
59891,Drayt Empire,2016-07-16,2805,121,49.66
59892,Dangerous Relationship,2016-08-24,15,40,49.54
59893,Forgotten Myths CCG,2016-03-21,58,39,49.53
59894,Moonstone Tavern,2016-05-13,765,69,49.43
59895,Trucker,2016-10-21,187,30,49.4
59896,Pandum online,2016-09-16,24,30,49.4
59899,Brazed,2016-12-16,96,25,49.29
59900,Jumpix Jump,2016-02-15,5,22,49.21
59901,Blue Sheep,2016-03-31,117,21,49.18
59902,Forbidden Planet,2016-01-11,4406,152,49.17
59903,PhysDrive,2016-11-15,2052,67,49.12
59904,Champions of Anteria,2016-08-30,193,81,49.01
59906,The Journey Home,2016-08-22,32,16,48.96
59907,Rescue Love Revenge,2016-10-28,10,34,48.91
59910,The Race for the White House 2016,2016-09-08,9,14,48.83
59912,JDM Tuner Racing,2016-06-07,7970,195,48.79
59913,Dark Eden,2016-11-29,143,134,48.75
59914,The Sea Eternal,2016-04-22,40,13,48.75
59915,Erusal,2016-08-11,2,13,48.75
59916,Heroes of Shadow Guard,2016-08-03,47,29,48.74
59917,Mortos,2016-11-14,1446,45,48.72
59918,Mini Golf Mundo,2016-05-10,98,77,48.69
59919,Project Genom,2016-10-12,1223,968,48.66
59920,In Fear I Trust,2016-09-22,8,26,48.61
59921,Hardware Engineering,2016-09-29,76,101,48.57
59923,Fantasy Kingdom Simulator,2016-06-13,1737,67,48.51
59924,Apokalypsis,2016-11-07,2113,24,48.51
