card,date,real_users
AMD Radeon HD 8500 Series,2015-05-01,36898
AMD Radeon HD 8500 Series,2015-06-01,39280
AMD Radeon HD 8500 Series,2015-09-01,47627
AMD Radeon HD 8500 Series,2015-11-01,74108
AMD Radeon HD 8500 Series,2016-01-01,72593
AMD Radeon HD 8500 Series,2016-02-01,68231
AMD Radeon HD 8500 Series,2016-03-01,63735
AMD Radeon HD 8500 Series,2016-04-01,65589
AMD Radeon HD 8500 Series,2016-05-01,74344
AMD Radeon HD 8500 Series,2016-06-01,66364
AMD Radeon HD 8500 Series,2016-07-01,70628
AMD Radeon HD 8500 Series,2016-08-01,68475
AMD Radeon HD 8500 Series,2016-10-01,75140
AMD Radeon HD 8500 Series,2016-11-01,70981
AMD Radeon HD 8500 Series,2016-12-01,72710
AMD Radeon HD 8500 Series,2017-08-01,64389
AMD Radeon HD 8500 Series,2017-10-01,46832
AMD Radeon HD 8500 Series,2017-11-01,32901
AMD Radeon HD 8500 Series,2017-12-01,36128
AMD Radeon HD 8500 Series,2018-01-01,33796
AMD Radeon HD 8500 Series,2018-02-01,37765
AMD Radeon HD 8500 Series,2018-03-01,41334
AMD Radeon HD 8500 Series,2018-04-01,67082
AMD Radeon HD 8500 Series,2018-05-01,58479
AMD Radeon HD 8500 Series,2018-06-01,55581
AMD Radeon HD 8500 Series,2018-07-01,55618
AMD Radeon HD 8500 Series,2018-08-01,49201
AMD Radeon HD 8500 Series,2018-09-01,50915
AMD Radeon HD 8500 Series,2018-10-01,45652
AMD Radeon HD 8500 Series,2018-11-01,50737
AMD Radeon HD 8500 Series,2018-12-01,50752
AMD Radeon HD 8500 Series,2019-01-01,54631
AMD Radeon HD 8500 Series,2019-02-01,46273
AMD Radeon HD 8500 Series,2019-03-01,46930
AMD Radeon HD 8500 Series,2019-04-01,44457
AMD Radeon HD 8500 Series,2019-05-01,46180
AMD Radeon HD 8500 Series,2019-06-01,43499
AMD Radeon HD 8500 Series,2019-07-01,44612
AMD Radeon HD 8500 Series,2019-08-01,38050
AMD Radeon HD 8500 Series,2019-09-01,41849
AMD Radeon HD 8500 Series,2019-10-01,34270
AMD Radeon HD 8500 Series,2019-11-01,39572
AMD Radeon HD 8500 Series,2019-12-01,36026
AMD Radeon HD 8500 Series,2020-01-01,38782
AMD Radeon HD 8500 Series,2020-02-01,40104
AMD Radeon HD 8500 Series,2020-03-01,38477
AMD Radeon HD 8500 Series,2020-04-01,47645
AMD Radeon HD 8500 Series,2020-05-01,44679
AMD Radeon HD 8500 Series,2020-06-01,41106
AMD Radeon HD 8500 Series,2020-07-01,37223
AMD Radeon HD 8500 Series,2020-08-01,32290
AMD Radeon HD 8500 Series,2020-10-01,34180
