,id,game,link,Primary Genre,Store Genres,Publisher,Developer,Detected Technologies,Store Asset Modification Time,review_percentage,players right now,24-hour peak,all-time peak,all-time date
0,0,Pizza Tower,/app/2231450/,Action (1),"Action (1), Indie (23)",Tour De Pizza,Tour De Pizza,"Engine.GameMaker, SDK.FMOD",10 January 2023 – 18:39:28 UTC (3 months ago) (1673375968),98,"3,101","3,606","4,529",2023-03-25T20:35:04+00:00
1,1,Resident Evil 4,/app/2050650/,Action (1),"Action (1), Adventure (25)","CAPCOM Co., Ltd.","CAPCOM Co., Ltd.","Engine.RE_Engine, SDK.AMD_GPU_Services",29 March 2023 – 05:31:05 UTC (17 days ago) (1680067865),97,"46,289","47,164","168,191",2023-03-25T15:05:04+00:00
2,2,The Murder of Sonic the Hedgehog,/app/2324650/,Casual (4),"Casual (4), Free to Play (37), Indie (23), Simulation (28)",SEGA,SEGA,"Engine.Unity, SDK.UnityBurst, SDK.cURL",24 March 2023 – 17:10:52 UTC (22 days ago) (1679677852),98,618,776,"15,543",2023-03-31T21:25:04+00:00
3,3,Pineapple on pizza,/app/2263010/,Indie (23),"Casual (4), Free to Play (37), Indie (23)",Majorariatto,Majorariatto,"Engine.Unity, SDK.cURL",22 March 2023 – 21:17:01 UTC (24 days ago) (1679519821),98,101,101,"1,415",2023-03-28T16:35:04+00:00
4,4,Hi-Fi RUSH,/app/1817230/,Action (1),Action (1),Bethesda Softworks,Tango Gameworks,"Engine.Unreal, SDK.Intel_OID, SDK.Intel_XeSS, SDK.NVIDIA_APEX, SDK.NVIDIA_DLSS, SDK.NVIDIA_GeForce_Now, SDK.NVIDIA_Nsight_Aftermath, SDK.NVIDIA_PhysX, SDK.Vorbis, SDK.Wwise, SDK.XAudio2, SDK.iZotope",11 April 2023 – 18:58:58 UTC (4 days ago) (1681239538),97,630,664,"6,132",2023-01-29T05:05:04+00:00
5,5,东北之夏,/app/2121360/,RPG (3),"Free to Play (37), RPG (3)",庄不纯工作室,庄不纯工作室,Engine.Unity,29 September 2022 – 15:18:39 UTC (7 months ago) (1664464719),98,62,75,"8,672",2023-01-10T11:30:04+00:00
6,6,Crab Champions,/app/774801/,Action (1),"Action (1), Adventure (25), Casual (4), Indie (23), Racing (9), Strategy (2), Early Access (70)",Noisestorm Limited,Noisestorm Limited,"Engine.Unreal, SDK.NVIDIA_APEX, SDK.NVIDIA_GeForce_Now, SDK.NVIDIA_Nsight_Aftermath, SDK.NVIDIA_PhysX, SDK.Vorbis, SDK.XAudio2",2 April 2023 – 08:37:17 UTC (13 days ago) (1680424637),98,"4,142","6,419","8,564",2023-04-08T04:05:04+00:00
7,7,Papa's Freezeria Deluxe,/app/2291760/,Strategy (2),"Action (1), Casual (4), Indie (23), Simulation (28), Strategy (2)",Flipline Studios,Flipline Studios,Engine.Adobe_AIR,28 March 2023 – 18:04:54 UTC (18 days ago) (1680026694),99,661,838,"1,227",2023-04-02T19:05:05+00:00
8,8,A Space for the Unbound,/app/1201270/,Adventure (25),"Adventure (25), Indie (23)",Toge Productions,Mojiken,"Engine.Unity, SDK.FMOD, SDK.SteamworksNET, SDK.cURL",14 February 2023 – 01:03:10 UTC (2 months ago) (1676336590),98,63,63,338,2023-01-20T14:40:06+00:00
9,9,Handshakes,/app/2171690/,Free to Play (37),"Casual (4), Free to Play (37)",Pet Pumpkin,Pet Pumpkin,"Engine.Unity, SDK.SteamworksNET, SDK.cURL",26 March 2023 – 12:49:34 UTC (20 days ago) (1679834974),99,8,15,195,2023-01-21T21:50:09+00:00
10,10,候鸟,/app/1765350/,Adventure (25),Adventure (25),Syawase Works China,KIDFansClub,Engine.RenPy,10 January 2023 – 16:03:44 UTC (3 months ago) (1673366624),98,19,20,162,2023-02-27T14:50:06+00:00
11,11,Симулятор Побега от Военкомата,/app/1248090/,Indie (23),"Action (1), Adventure (25), Indie (23), Simulation (28)",Pirotexnik,Pirotexnik,"Engine.Unity, SDK.SteamworksNET, SDK.cURL",24 March 2023 – 10:03:06 UTC (22 days ago) (1679652186),97,127,157,775,2023-04-06T17:40:04+00:00
12,12,I commissioned some bees 0,/app/2250060/,Indie (23),"Casual (4), Free to Play (37), Indie (23)",Follow The Fun,Follow The Fun,,12 January 2023 – 16:15:19 UTC (3 months ago) (1673540119),97,21,31,374,2023-01-16T20:20:07+00:00
13,13,Spin Rhythm XD,/app/1058830/,Indie (23),"Action (1), Casual (4), Indie (23)",Super Spin Digital,Super Spin Digital,"Engine.Unity, SDK.Discord, SDK.SteamworksNET, SDK.UnityURP, SDK.cURL",15 March 2023 – 00:31:51 UTC (last month) (1678840311),97,57,69,313,2020-04-14T17:00:05+00:00
14,14,OCTOPATH TRAVELER II,/app/1971650/,RPG (3),RPG (3),Square Enix,Square Enix,"Engine.Unreal, SDK.CRIWARE, SDK.NVIDIA_APEX, SDK.NVIDIA_GeForce_Now, SDK.NVIDIA_Nsight_Aftermath, SDK.NVIDIA_PhysX, SDK.Vorbis, SDK.XAudio2",23 March 2023 – 09:24:21 UTC (23 days ago) (1679563461),96,"3,206","3,388","17,008",2023-02-26T13:55:05+00:00
15,15,Boneraiser Minions,/app/1944570/,Action (1),"Action (1), Casual (4), Indie (23), RPG (3)",caiys,caiys,Engine.GameMaker,1 August 2022 – 14:41:18 UTC (9 months ago) (1659364878),96,332,374,"2,029",2023-03-19T21:05:04+00:00
16,16,Bloody Hell,/app/2056220/,Indie (23),"Action (1), Adventure (25), Free to Play (37), Indie (23)",Pun Intended,Pun Intended,"Engine.Unity, SDK.Discord, SDK.FMOD, SDK.SteamworksNET, SDK.UnityBurst, SDK.UnityURP",27 January 2023 – 16:57:53 UTC (3 months ago) (1674838673),98,60,69,395,2023-01-29T20:40:06+00:00
17,17,DREDGE,/app/1562430/,Adventure (25),"Adventure (25), RPG (3)",Team17,Black Salt Games,"Engine.Unity, SDK.UnityURP, SDK.cURL",30 March 2023 – 16:26:48 UTC (16 days ago) (1680193608),96,"7,523","7,523","12,686",2023-04-02T19:55:04+00:00
18,18,Your Only Move Is HUSTLE,/app/2212330/,Indie (23),"Action (1), Indie (23), Simulation (28), Strategy (2)",Ivy Sly,Ivy Sly,Engine.Godot,3 January 2023 – 19:11:48 UTC (3 months ago) (1672773108),95,745,"1,255","3,405",2023-02-18T04:45:04+00:00
19,19,Touhou Hero of Ice Fairy,/app/1955830/,Action (1),"Action (1), Adventure (25), Indie (23), RPG (3), Early Access (70)",GAMEPULSE 游戏脉冲,GAMEPULSE 游戏脉冲,"Engine.Unity, SDK.UnityURP",14 April 2023 – 08:24:41 UTC (yesterday) (1681460681),98,69,81,573,2023-02-25T10:45:04+00:00
20,20,Your Turn To Die -Death Game By Majority- ,/app/2067780/,Indie (23),"Adventure (25), Indie (23), Early Access (70)",0UP GAMES,Nankidai,"Engine.RPGMaker, SDK.Greenworks, SDK.NWJS, SDK.NodeJS, SDK.Vorbis",17 February 2023 – 08:20:43 UTC (2 months ago) (1676622043),99,39,47,471,2023-02-20T16:30:06+00:00
21,21,DR LIVESEY ROM AND DEATH EDITION,/app/2181930/,Action (1),"Action (1), Adventure (25), Indie (23), RPG (3), Simulation (28)",Agafonoff,Agafonoff,"Engine.Unity, SDK.SteamworksNET, SDK.cURL",22 November 2022 – 10:36:06 UTC (5 months ago) (1669113366),95,43,50,818,2023-04-06T09:55:04+00:00
22,22,Half-Life: MMod,/app/1761270/,Action (1),Action (1),Gunship_Mark_II,MMod Team,"Engine.GoldSource, SDK.CEF, SDK.Miles_Sound_System, SDK.SDL",14 March 2023 – 16:27:21 UTC (last month) (1678811241),96,90,106,"1,027",2023-03-14T17:50:05+00:00
23,23,Hogwarts Legacy,/app/990080/,Adventure (25),"Action (1), Adventure (25), RPG (3)",Warner Bros. Games,Avalanche Software,"Engine.Unreal, SDK.EpicOnlineServices, SDK.Intel_XeSS, SDK.NVIDIA_Ansel, SDK.NVIDIA_DLSS, SDK.NVIDIA_GeForce_Now, SDK.NVIDIA_Nsight_Aftermath, SDK.Wwise, SDK.XAudio2",14 February 2023 – 22:05:35 UTC (2 months ago) (1676412335),92,"34,741","34,741","879,308",2023-02-12T19:45:05+00:00
24,24,Big Ambitions,/app/1331550/,Simulation (28),"Indie (23), Simulation (28), Early Access (70)",Hovgaard Games,Hovgaard Games,"Engine.Unity, SDK.UnityBurst, SDK.UnityHDRP",9 March 2023 – 18:04:58 UTC (last month) (1678385098),94,"2,913","2,913","10,961",2023-03-12T20:00:03+00:00
25,25,Apewar,/app/2306590/,Action (1),"Action (1), Casual (4), Indie (23), Strategy (2), Early Access (70)",Gombe Games,Gombe Games,Engine.Unity,27 March 2023 – 18:39:39 UTC (19 days ago) (1679942379),96,91,190,361,2023-03-31T02:20:06+00:00
26,26,Meg's Monster,/app/1783360/,RPG (3),"Adventure (25), Indie (23), RPG (3)",Odencat,Odencat,,2 March 2023 – 12:41:22 UTC (last month) (1677760882),98,18,26,195,2023-03-05T12:30:06+00:00
27,27,The Test: Secrets of the Soul,/app/2231890/,Simulation (28),"Adventure (25), Casual (4), Free to Play (37), Indie (23), RPG (3), Simulation (28)",Randumb Studios,Randumb Studios,"Engine.RPGMaker, SDK.NWJS, SDK.NodeJS",17 December 2022 – 11:13:18 UTC (4 months ago) (1671275598),98,2,4,16,2023-02-21T00:50:14+00:00
28,28,Barotrauma,/app/602960/,Indie (23),"Action (1), Indie (23), Simulation (28), Strategy (2)",Daedalic Entertainment,FakeFish,"Engine.MonoGame, SDK.SDL, SDK.Vorbis",13 March 2023 – 17:20:23 UTC (last month) (1678728023),92,"7,552","7,811","19,655",2021-11-14T14:30:04+00:00
29,29,觅长生,/app/1189490/,Indie (23),"Indie (23), RPG (3), Strategy (2)",Chalcedony Network,Chalcedony Network,Engine.Unity,13 January 2023 – 04:25:07 UTC (3 months ago) (1673583907),93,"3,942","4,391","26,379",2023-01-26T13:50:04+00:00
30,30,Birth,/app/1889040/,Indie (23),"Adventure (25), Indie (23)",Madison Karrh,Madison Karrh,"Engine.Unity, SDK.SteamworksNET, SDK.cURL",19 January 2023 – 15:08:01 UTC (3 months ago) (1674140881),98,23,39,183,2023-04-01T19:10:08+00:00
31,31,Contraband Police,/app/756800/,Simulation (28),"Action (1), Adventure (25), Simulation (28)",PlayWay S.A.,Crazy Rocks,"Engine.Unity, SDK.Vorbis",8 March 2023 – 11:31:43 UTC (last month) (1678275103),94,"1,558","1,589","8,124",2023-03-12T14:45:05+00:00
32,32,Bing in Wonderland,/app/1710100/,Action (1),"Action (1), Casual (4), Indie (23)",Wanba Studio,Wanba Studio,"Engine.Unity, SDK.SteamworksNET, SDK.UnityURP, SDK.Wwise, SDK.cURL",3 April 2023 – 16:34:55 UTC (12 days ago) (1680539695),96,97,141,977,2023-01-14T13:35:04+00:00
33,33,Luck be a Landlord,/app/1404850/,Indie (23),"Indie (23), Simulation (28), Strategy (2)",TrampolineTales,TrampolineTales,Engine.Godot,5 January 2023 – 16:12:44 UTC (3 months ago) (1672935164),93,408,417,"2,544",2021-03-23T14:40:04+00:00
34,34,Durka Simulator,/app/1450150/,Indie (23),"Free to Play (37), Indie (23), Simulation (28)",Alcohol Studios,Crucial Experiment,"Engine.RenPy, SDK.SteamworksNET",8 April 2023 – 18:19:48 UTC (7 days ago) (1680977988),95,3,7,48,2021-04-01T11:10:07+00:00
35,35, Dead Space,/app/1693980/,Adventure (25),"Action (1), Adventure (25)",Electronic Arts,Motive,"Engine.Frostbite, SDK.AMD_GPU_Services, SDK.NVIDIA_DLSS",27 February 2023 – 18:33:53 UTC (2 months ago) (1677522833),92,761,772,"30,925",2023-01-28T03:20:04+00:00
36,36,PARANORMASIGHT: The Seven Mysteries of Honjo,/app/2106840/,Adventure (25),"Adventure (25), RPG (3), Simulation (28)",Square Enix,Square Enix,"Engine.Unity, SDK.UnityBurst",8 March 2023 – 16:57:04 UTC (last month) (1678294624),96,124,148,582,2023-03-19T13:30:06+00:00
37,37,Patch Quest,/app/1347970/,Indie (23),"Action (1), Adventure (25), Indie (23)",Curve Games,Lychee Game Labs,"Engine.Unity, SDK.Discord",6 April 2023 – 15:25:08 UTC (9 days ago) (1680794708),94,119,134,"2,356",2023-03-04T14:35:05+00:00
38,38,Vertigo 2,/app/843390/,Adventure (25),"Action (1), Adventure (25), Indie (23)",Zulubo Productions,Zach Tsiakalis-Brown,"Engine.Unity, SDK.OpenVR, SDK.Steam_Audio",29 January 2023 – 01:12:08 UTC (3 months ago) (1674954728),97,78,96,295,2023-03-31T00:10:07+00:00
39,39,Larcin Lazer,/app/1707400/,Indie (23),"Action (1), Casual (4), Indie (23)",Tambouille,Tambouille,"SDK.NWJS, SDK.NodeJS",23 January 2023 – 10:38:05 UTC (3 months ago) (1674470285),99,1,2,38,2023-01-25T20:10:10+00:00
40,40,Fallen Hero: Retribution,/app/1343810/,Indie (23),"Action (1), Adventure (25), Casual (4), Indie (23), RPG (3)",Hosted Games,Hosted Games,Container.Electron,2 July 2022 – 18:27:42 UTC (10 months ago) (1656786462),99,11,20,379,2023-02-02T20:20:06+00:00
41,41,Scarlet Maiden,/app/1968840/,Action (1),"Action (1), Adventure (25), Early Access (70)",Critical Bliss,Otterside Games,"Engine.Unity, SDK.SteamworksNET, SDK.UnityURP, SDK.cURL",19 January 2023 – 21:47:00 UTC (3 months ago) (1674164820),95,66,72,736,2023-01-28T05:45:04+00:00
42,42,Landfall Archives,/app/2353760/,Action (1),"Action (1), Adventure (25), Casual (4), Free to Play (37), Indie (23), Simulation (28), Strategy (2)",Landfall,Landfall,"Engine.Unity, SDK.FMOD, SDK.Photon, SDK.SteamworksNET, SDK.UnityBurst, SDK.UnityURP, SDK.cURL",11 March 2023 – 16:23:07 UTC (last month) (1678551787),96,155,163,"1,247",2023-04-01T20:45:05+00:00
43,43,Elong Plug,/app/2172030/,Free to Play (37),"Adventure (25), Casual (4), Free to Play (37), Indie (23)",AriaMohebi,Aria Mohebi,"Engine.Unity, SDK.FMOD, SDK.UnityURP, SDK.cURL",25 January 2023 – 08:13:25 UTC (3 months ago) (1674634405),99,2,4,34,2023-03-04T14:40:10+00:00
44,44,The Symbiant,/app/1883090/,Indie (23),"Casual (4), Indie (23), Simulation (28)",HeartCoreDev,HeartCoreDev,Engine.RenPy,8 February 2023 – 20:25:43 UTC (2 months ago) (1675887943),98,4,7,120,2023-02-04T15:40:10+00:00
45,45,Shogun Showdown: Prologue,/app/2316330/,Strategy (2),"Free to Play (37), RPG (3), Strategy (2)",Goblinz Publishing,Roboatino,"Engine.Unity, SDK.UnityBurst, SDK.UnityURP, SDK.cURL",4 April 2023 – 07:18:37 UTC (11 days ago) (1680592717),98,82,88,590,2023-04-05T10:45:04+00:00
46,46,流光易逝的夏末 - Fleeting Summer's End,/app/2205290/,RPG (3),RPG (3),高柳堂,高柳堂,"Engine.RPGMaker, SDK.NWJS, SDK.NodeJS",23 December 2022 – 14:22:28 UTC (4 months ago) (1671805348),100,0,1,22,2023-01-06T11:30:14+00:00
47,47,Lake Haven - Chrysalis,/app/1696960/,Adventure (25),"Action (1), Adventure (25)",Encrypt Games,Encrypt Games,"Engine.Unity, SDK.UnityBurst, SDK.cURL",18 January 2023 – 18:43:21 UTC (3 months ago) (1674067401),98,0,3,24,2023-01-22T21:50:16+00:00
48,48,The Legend of Heroes: Trails to Azure,/app/1668520/,RPG (3),RPG (3),"NIS America, Inc.",Nihon Falcom,SDK.Discord,14 March 2023 – 16:45:49 UTC (last month) (1678812349),98,318,331,884,2023-03-19T19:00:05+00:00
49,49,Half-Life 2: VR Mod - Episode One,/app/2177750/,Action (1),"Action (1), Adventure (25)",Source VR Mod Team,Source VR Mod Team,"Engine.Source, SDK.Bink_Video, SDK.CEF, SDK.Miles_Sound_System, SDK.OpenVR, SDK.SDL, SDK.SteamworksNET",2 April 2023 – 22:41:56 UTC (13 days ago) (1680475316),98,39,39,193,2023-03-17T19:00:06+00:00
50,50,q.u.q.,/app/2302140/,Indie (23),Indie (23),Nikita Kryukov,motijan,Engine.RenPy,2 February 2023 – 22:44:54 UTC (2 months ago) (1675377894),97,8,15,24,2023-02-27T16:30:14+00:00
51,51,The Last Spell,/app/1105670/,Strategy (2),"Action (1), Indie (23), RPG (3), Strategy (2)",The Arcade Crew,Ishtar Games,"Engine.Unity, SDK.SteamworksNET, SDK.cURL",14 March 2023 – 12:03:07 UTC (last month) (1678795387),91,"1,837","1,869","6,755",2021-06-06T14:55:04+00:00
52,52,EMPTY SHELL: PROLOGUE,/app/2224850/,Free to Play (37),"Action (1), Adventure (25), Free to Play (37), Indie (23)",Hyperstrange,CC ARTS,"Engine.Unity, SDK.SteamworksNET, SDK.cURL",11 December 2022 – 08:37:42 UTC (4 months ago) (1670747862),95,4,12,130,2023-01-14T19:30:07+00:00
53,53,Sifu,/app/2138710/,Action (1),"Action (1), Indie (23)",Sloclap,Sloclap,"Engine.Unreal, SDK.NVIDIA_APEX, SDK.NVIDIA_DLSS, SDK.NVIDIA_Nsight_Aftermath, SDK.NVIDIA_PhysX, SDK.Vorbis, SDK.Wwise, SDK.XAudio2, SDK.iZotope",13 April 2023 – 13:39:45 UTC (2 days ago) (1681393185),92,960,"1,038","3,189",2023-04-01T14:40:05+00:00
54,54,方寸文明,/app/2230280/,Strategy (2),Strategy (2),喜人一个,喜人一个,"Engine.Unity, SDK.SteamworksNET, SDK.UnityBurst, SDK.cURL",7 December 2022 – 09:20:02 UTC (4 months ago) (1670404802),94,111,126,"1,414",2023-01-06T13:00:03+00:00
55,55,Crimson Snow,/app/2067790/,Adventure (25),"Action (1), Adventure (25), Indie (23)",Steppe Hare Studio,Steppe Hare Studio,"Engine.Unreal, SDK.Intel_OID, SDK.NVIDIA_APEX, SDK.NVIDIA_GeForce_Now, SDK.NVIDIA_Nsight_Aftermath, SDK.NVIDIA_PhysX, SDK.Vorbis, SDK.XAudio2",24 November 2022 – 12:36:55 UTC (5 months ago) (1669293415),94,9,14,103,2022-12-23T20:20:07+00:00
56,56,通神榜 Noobs Want to Live,/app/1737340/,Casual (4),"Action (1), Adventure (25), Casual (4), Indie (23)",Lightning Games,元气弹工作室,"Engine.Unity, SDK.SteamworksNET, SDK.UnityBurst, SDK.UnityURP, SDK.cURL",16 February 2023 – 10:08:55 UTC (2 months ago) (1676542135),92,641,718,"8,622",2023-02-16T13:55:04+00:00
57,57,스테퍼 케이스: 초능력 추리 어드벤처,/app/2128480/,Adventure (25),"Adventure (25), Early Access (70)",Team Tetrapod,Team Tetrapod,"Engine.Unity, SDK.SteamworksNET, SDK.UnityBurst, SDK.cURL",6 March 2023 – 09:15:34 UTC (last month) (1678094134),97,50,59,134,2023-03-19T13:40:08+00:00
58,58,Ages of Conflict: World War Simulator,/app/2186320/,Simulation (28),"Casual (4), Indie (23), Simulation (28), Early Access (70)",JoySpark Games,JoySpark Games,"Engine.Unity, SDK.SteamworksNET, SDK.UnityBurst, SDK.UnityURP, SDK.cURL",9 February 2023 – 20:18:15 UTC (2 months ago) (1675973895),95,183,183,312,2023-02-25T20:30:05+00:00
59,59,RHYTHM SPROUT,/app/1475840/,Indie (23),"Action (1), Adventure (25), Indie (23)",tinyBuild,SURT,"Engine.Unity, SDK.SteamworksNET, SDK.UnityBurst, SDK.cURL",2 February 2023 – 20:04:59 UTC (2 months ago) (1675368299),96,7,20,204,2023-02-02T01:30:06+00:00
60,60,Mortal Sin,/app/1494810/,Action (1),"Action (1), Indie (23), RPG (3), Early Access (70)",Nikola Todorovic,Nikola Todorovic,"Engine.Unity, SDK.UnityBurst",10 March 2023 – 01:14:15 UTC (last month) (1678410855),96,14,20,191,2023-03-17T01:40:06+00:00
61,61,Figment 2: Creed Valley,/app/1085220/,Adventure (25),"Action (1), Adventure (25), Indie (23)",Bedtime Digital Games,Bedtime Digital Games,"Engine.Unity, SDK.UnityBurst, SDK.cURL",9 March 2023 – 15:22:48 UTC (last month) (1678375368),98,3,14,62,2023-03-10T20:20:10+00:00
62,62,Locke(d),/app/2267810/,Free to Play (37),"Free to Play (37), Indie (23)",KigyoDev,KigyoDev,Engine.RenPy,14 April 2023 – 06:46:13 UTC (yesterday) (1681454773),95,1,5,30,2023-01-28T17:50:11+00:00
63,63,Cultivation Story: Reincarnation,/app/1866880/,Indie (23),"Action (1), Adventure (25), Indie (23), RPG (3)",Chi Entertainment Corp.,Chi Entertainment Corp.,"Engine.Unity, SDK.SteamworksNET, SDK.UnityURP, SDK.cURL",31 January 2023 – 16:50:29 UTC (2 months ago) (1675183829),93,157,162,"1,626",2023-02-08T13:40:05+00:00
64,64,Gorilla Tag,/app/1533390/,Action (1),"Action (1), Casual (4)",Another Axiom,Another Axiom,"Engine.Unity, SDK.OculusXRPlugin, SDK.OpenVR, SDK.Photon, SDK.UnityBurst",28 December 2022 – 18:15:02 UTC (4 months ago) (1672251302),90,"1,154","1,154","1,679",2022-04-03T18:30:03+00:00
65,65,SpongeBob SquarePants: The Cosmic Shake,/app/1282150/,Action (1),Action (1),THQ Nordic,Purple Lamp,"Engine.Unreal, SDK.Intel_OID, SDK.NVIDIA_APEX, SDK.NVIDIA_Ansel, SDK.NVIDIA_GeForce_Now, SDK.NVIDIA_Nsight_Aftermath, SDK.NVIDIA_PhysX, SDK.OpenXR, SDK.Vorbis, SDK.XAudio2",10 February 2023 – 09:13:14 UTC (2 months ago) (1676020394),93,43,50,"1,949",2023-01-31T19:40:03+00:00
66,66,Can of Wormholes,/app/1295320/,Indie (23),Indie (23),munted finger,munted finger,SDK.OpenAL,19 March 2023 – 17:01:33 UTC (27 days ago) (1679245293),99,49,49,165,2023-03-25T20:30:08+00:00
67,67,Love Love School Days,/app/1305300/,Action (1),"Action (1), Adventure (25), Indie (23)",OTL GAME,OTL GAME,"Engine.Unity, SDK.SteamworksNET, SDK.UnityBurst, SDK.UnityURP, SDK.cURL",19 April 2022 – 05:34:18 UTC (12 months ago) (1650346458),96,21,35,277,2023-02-06T13:30:08+00:00
68,68,Die in the Dungeon PROLOGUE,/app/2214080/,Indie (23),"Indie (23), RPG (3), Strategy (2)",DitD Team,DitD Team,"Engine.Unity, SDK.SteamworksNET, SDK.cURL",19 January 2023 – 16:41:40 UTC (3 months ago) (1674146500),96,16,18,379,2023-01-22T18:30:06+00:00
69,69,Season,/app/695330/,Adventure (25),"Adventure (25), Casual (4), Indie (23)",Scavengers Studio,Scavengers Studio,"Engine.Unreal, SDK.EpicOnlineServices, SDK.Intel_OID, SDK.NVIDIA_APEX, SDK.NVIDIA_DLSS, SDK.NVIDIA_GeForce_Now, SDK.NVIDIA_Nsight_Aftermath, SDK.NVIDIA_PhysX, SDK.OculusXRPlugin, SDK.OpenXR, SDK.Vorbis, SDK.Wwise, SDK.XAudio2, SDK.iZotope",14 April 2023 – 14:31:47 UTC (yesterday) (1681482707),93,24,24,461,2023-02-01T14:30:06+00:00
70,70,Halls of Torment Prelude,/app/2316660/,Action (1),"Action (1), Casual (4), Indie (23), RPG (3)",Chasing Carrots,Chasing Carrots,Engine.Godot,22 February 2023 – 13:40:54 UTC (2 months ago) (1677073254),94,129,151,"1,080",2023-03-28T22:15:04+00:00
71,71,挂机神话,/app/1863750/,Indie (23),"Casual (4), Indie (23), RPG (3), Strategy (2)",摸鱼猫工作室,摸鱼猫工作室,Engine.Unity,7 April 2023 – 07:54:19 UTC (8 days ago) (1680854059),92,480,534,"1,142",2022-05-19T12:45:04+00:00
72,72,Demons Roots,/app/1933660/,Indie (23),"Adventure (25), Indie (23), RPG (3)",Kagura Games,Quick nail Aristocrat,"Engine.RPGMaker, SDK.NWJS, SDK.NodeJS, SDK.Vorbis",9 March 2023 – 06:07:23 UTC (last month) (1678342043),93,54,60,612,2023-01-16T15:35:06+00:00
73,73,24 Killers,/app/1668310/,Adventure (25),"Adventure (25), Casual (4), Indie (23)",Happy Shabby Games,Happy Shabby Games,Engine.Adobe_AIR,9 March 2023 – 04:42:28 UTC (last month) (1678336948),100,1,4,29,2023-03-10T04:10:12+00:00
74,74,Demonologist,/app/1929610/,Adventure (25),"Action (1), Adventure (25), Indie (23), Early Access (70)",Clock Wizard Games,Clock Wizard Games,"Engine.Unreal, SDK.Intel_OID, SDK.NVIDIA_Nsight_Aftermath, SDK.Vivox, SDK.Vorbis, SDK.XAudio2",18 March 2023 – 18:12:00 UTC (28 days ago) (1679163120),91,"4,463","7,518","8,806",2023-04-09T21:15:04+00:00
75,75,Mr. Saitou,/app/628740/,Adventure (25),"Adventure (25), Indie (23), RPG (3)",Laura Shigihara,Laura Shigihara,,14 March 2023 – 22:21:23 UTC (last month) (1678832483),96,1,6,61,2023-03-23T18:00:10+00:00
76,76,Aliens After Ava,/app/1995780/,Action (1),"Action (1), Free to Play (37), Indie (23)",Alejandro Hervella,Alejandro Hervella,"Engine.Unity, SDK.SteamworksNET, SDK.UnityBurst, SDK.cURL",12 July 2022 – 06:15:58 UTC (9 months ago) (1657606558),99,0,2,14,2023-01-22T17:30:17+00:00
77,77,The Light Brigade,/app/1579880/,Action (1),"Action (1), RPG (3), Strategy (2)",Funktronic Labs,Funktronic Labs,"Engine.Unity, SDK.OpenXR, SDK.SteamworksNET, SDK.UnityBurst, SDK.UnityURP, SDK.cURL",3 March 2023 – 21:27:51 UTC (last month) (1677878871),94,30,30,156,2023-02-26T20:20:08+00:00
78,78,SkyIsland,/app/2302640/,Indie (23),"Action (1), Adventure (25), Casual (4), Free to Play (37), Indie (23)",Team.Olympus,Team.Olympus,"Engine.Unity, SDK.FMOD, SDK.UnityBurst",12 February 2023 – 02:59:49 UTC (2 months ago) (1676170789),94,9,14,216,2023-02-16T08:20:05+00:00
79,79,HOPE LEFT ME,/app/2268470/,Casual (4),"Casual (4), Indie (23)",.orphans,Astrophysics,"Engine.Unity, SDK.SteamworksNET, SDK.cURL",12 January 2023 – 20:58:47 UTC (3 months ago) (1673557127),98,0,3,14,2023-03-11T04:50:14+00:00
80,80,Creepy Tale 3: Ingrid Penance,/app/1761780/,Adventure (25),"Adventure (25), Indie (23)",Creepy Brothers,Creepy Brothers,"Engine.Unity, SDK.FMOD, SDK.UnityURP, SDK.cURL",30 March 2023 – 08:08:17 UTC (16 days ago) (1680163697),97,22,27,121,2023-03-11T13:30:09+00:00
81,81,VOYAGER,/app/2119210/,Adventure (25),"Adventure (25), Casual (4), Indie (23), Simulation (28)",Planetary Gears,Planetary Gears,Engine.GameMaker,6 March 2023 – 00:21:40 UTC (last month) (1678062100),99,1,3,9,2023-03-26T21:30:19+00:00
82,82,Plasma,/app/1409160/,Simulation (28),"Indie (23), Simulation (28), Early Access (70)",Dry Licorice,Dry Licorice,"Engine.Unity, SDK.FMOD, SDK.SteamworksNET, SDK.cURL",30 March 2023 – 15:57:42 UTC (16 days ago) (1680191862),96,60,67,358,2023-03-30T19:10:05+00:00
83,83,NOeSIS Ⅱ-人间无常,/app/1625230/,RPG (3),"Casual (4), Free to Play (37), RPG (3)",Red × Balloon,Red × Balloon,Engine.NScripter,26 February 2023 – 07:07:15 UTC (2 months ago) (1677395235),99,1,3,17,2023-03-04T11:50:14+00:00
84,84,memories,/app/2219470/,Indie (23),"Adventure (25), Casual (4), Free to Play (37), Indie (23), Simulation (28)",Spookulele Games,guiyyu,"Engine.Unity, SDK.SteamworksNET, SDK.cURL",29 January 2023 – 18:04:40 UTC (3 months ago) (1675015480),94,2,7,38,2023-02-04T17:20:11+00:00
85,85,Pleh!,/app/2191550/,Free to Play (37),"Adventure (25), Free to Play (37), Indie (23)",Jester Games,Jester Games,"Engine.Unity, SDK.Discord, SDK.SteamworksNET, SDK.cURL",19 October 2022 – 13:40:35 UTC (6 months ago) (1666186835),94,7,11,124,2023-03-25T20:40:08+00:00
