,id,game,link,Primary Genre,Store Genres,Publisher,Developer,Detected Technologies,Store Asset Modification Time,review_percentage,players right now,24-hour peak,all-time peak,all-time date
0,0,RimWorld,/app/294100/,Simulation (28),"Indie (23), Simulation (28), Strategy (2)",Ludeon Studios,Ludeon Studios,"Engine.Unity, SDK.SteamworksNET, SDK.Vorbis",23 January 2023 – 17:35:22 UTC (3 months ago) (1674495322),98.0,"19,052","19,782","60,789",2022-10-23T19:00:03+00:00
1,1,Bloons TD 6,/app/960090/,Strategy (2),Strategy (2),Ninja Kiwi,Ninja Kiwi,"Engine.Unity, SDK.Discord, SDK.EpicOnlineServices, SDK.XAudio2",3 April 2023 – 21:28:58 UTC (16 days ago) (1680557338),97.0,"18,698","20,608","53,943",2021-03-21T20:35:03+00:00
2,2,Celeste,/app/504230/,Indie (23),"Action (1), Adventure (25), Indie (23)",Maddy Makes Games Inc.,"Extremely OK Games, Ltd.","Engine.FNA, Engine.MonoGame, Engine.XNA, SDK.FMOD, SDK.SteamworksNET",6 September 2019 – 03:32:54 UTC (4 years ago) (1567740774),97.0,"1,430","1,665","4,177",2023-03-26T14:45:04+00:00
3,3,Dead Cells,/app/588650/,Action (1),"Action (1), Adventure (25), Indie (23)",Motion Twin,Motion Twin,"Engine.HashLink, Engine.Heaps, SDK.OpenAL, SDK.SDL, SDK.Vorbis",7 March 2023 – 11:19:56 UTC (last month) (1678187996),97.0,"3,108","4,640","14,910",2023-03-11T14:30:06+00:00
4,4,Subnautica,/app/264710/,Adventure (25),"Adventure (25), Indie (23)",Unknown Worlds Entertainment,Unknown Worlds Entertainment,"Engine.Unity, SDK.FMOD, SDK.OculusXRPlugin, SDK.OpenVR, SDK.SteamworksNET, SDK.UnityBurst",14 October 2021 – 18:42:48 UTC (2 years ago) (1634236968),96.0,"3,203","3,332","51,156",2018-01-28T19:30:03+00:00
5,5,DUSK,/app/519860/,Action (1),"Action (1), Indie (23)",New Blood Interactive,David Szymanski,"Engine.Unity, SDK.Vorbis, SDK.cURL",14 July 2021 – 18:09:15 UTC (2 years ago) (1626286155),97.0,79,112,551,2018-12-15T20:10:05+00:00
6,6,Just Shapes & Beats,/app/531510/,Action (1),"Action (1), Indie (23)",Berzerk Studio,Berzerk Studio,"Engine.Unity, SDK.Discord",31 October 2022 – 13:13:48 UTC (6 months ago) (1667222028),97.0,65,87,966,2021-07-23T19:35:04+00:00
7,7,GRIS,/app/683320/,Indie (23),"Adventure (25), Indie (23)",Devolver Digital,Nomada Studio,"Engine.Unity, SDK.Wwise",28 October 2022 – 19:32:06 UTC (6 months ago) (1666985526),96.0,53,73,"1,354",2021-12-22T14:55:03+00:00
8,8,Epic Battle Fantasy 5,/app/432350/,RPG (3),"Adventure (25), RPG (3), Strategy (2)",Matt Roszak,Matt Roszak,Engine.Adobe_AIR,5 February 2020 – 16:23:30 UTC (3 years ago) (1580919810),98.0,64,89,"2,648",2018-12-02T20:10:04+00:00
9,9,Blade & Sorcery,/app/629730/,Action (1),"Action (1), Adventure (25), Indie (23), RPG (3), Simulation (28), Early Access (70)",WarpFrog,WarpFrog,"Engine.Unity, SDK.OculusXRPlugin, SDK.OpenVR, SDK.SteamworksNET, SDK.UnityBurst, SDK.UnityURP, SDK.cURL",1 December 2022 – 13:33:44 UTC (5 months ago) (1669901624),96.0,735,"1,083","4,892",2020-06-04T22:45:03+00:00
10,10,Mirror,/app/644560/,Adventure (25),"Adventure (25), Indie (23), RPG (3)",Paradise Project,KAGAMI WORKS,Engine.Unity,7 September 2021 – 01:09:13 UTC (2 years ago) (1630976953),96.0,138,224,"8,250",2022-01-23T15:15:04+00:00
11,11,Zup! S,/app/617670/,Indie (23),"Casual (4), Indie (23)",Quiet River,Quiet River,,29 October 2022 – 11:53:21 UTC (6 months ago) (1667044401),97.0,26,35,722,2021-07-08T03:50:04+00:00
12,12,The Forest,/app/242760/,Action (1),"Action (1), Adventure (25), Indie (23), Simulation (28)",Endnight Games Ltd,Endnight Games Ltd,"Engine.Unity, SDK.FMOD, SDK.OculusXRPlugin, SDK.OpenVR",26 October 2022 – 19:03:06 UTC (6 months ago) (1666810986),95.0,"4,267","5,243","76,226",2022-10-29T14:15:04+00:00
13,13,Return of the Obra Dinn,/app/653530/,Adventure (25),"Adventure (25), Indie (23)",3909,Lucas Pope,Engine.Unity,15 June 2019 – 14:11:24 UTC (4 years ago) (1560607884),96.0,78,98,"1,256",2019-04-21T15:00:04+00:00
14,14,Cube Escape: Paradox,/app/909080/,Adventure (25),"Adventure (25), Free to Play (37), Indie (23)",Rusty Lake,Rusty Lake,"Engine.Adobe_AIR, SDK.Adobe_Flash",29 October 2020 – 14:13:54 UTC (3 years ago) (1603980834),97.0,86,134,"1,837",2018-09-22T14:40:04+00:00
15,15,Fox Hime Zero,/app/844930/,Adventure (25),"Adventure (25), Casual (4), Indie (23), RPG (3)",SakuraGame,AsicxArt,Engine.Unity,13 November 2022 – 07:37:17 UTC (5 months ago) (1668325037),97.0,2,8,383,2022-07-13T21:00:06+00:00
16,16,Ultimate Custom Night,/app/871720/,Indie (23),"Action (1), Free to Play (37), Indie (23)",Scott Cawthon,Scott Cawthon,,8 June 2018 – 04:52:30 UTC (5 years ago) (1528433550),95.0,258,301,"11,320",2018-06-27T20:00:05+00:00
17,17,Yakuza 0,/app/638970/,Action (1),"Action (1), Adventure (25), RPG (3)",SEGA,Ryu Ga Gotoku Studio,SDK.CRIWARE,29 November 2022 – 15:24:08 UTC (5 months ago) (1669735448),95.0,850,922,"8,985",2018-08-01T15:30:03+00:00
18,18,NEKOPARA Extra,/app/899970/,Casual (4),"Casual (4), Indie (23)",Sekai Project,NEKO WORKs,"Engine.KiriKiri, SDK.Vorbis",23 July 2019 – 05:33:13 UTC (4 years ago) (1563859993),97.0,11,16,575,2018-07-27T10:40:04+00:00
19,19,Sabbat of the Witch,/app/888790/,Adventure (25),"Adventure (25), Casual (4), Simulation (28)",NekoNyan Ltd.,Yuzusoft,"Engine.KiriKiri, SDK.Vorbis",19 September 2019 – 17:37:48 UTC (4 years ago) (1568914668),98.0,16,31,198,2018-10-28T14:10:08+00:00
20,20,Kenshi,/app/233860/,Action (1),"Action (1), Indie (23), RPG (3), Simulation (28), Strategy (2)",Lo-Fi Games,Lo-Fi Games,"Engine.OGRE, SDK.OpenSSL, SDK.SteamworksNET",22 December 2022 – 16:06:14 UTC (4 months ago) (1671725174),95.0,"4,411","4,965","10,971",2023-02-05T20:05:04+00:00
21,21,The Room Three,/app/456750/,Adventure (25),"Adventure (25), Indie (23)",Fireproof Games,Fireproof Games,Engine.Unity,24 February 2020 – 15:20:04 UTC (3 years ago) (1582557604),96.0,83,90,"1,339",2019-10-07T19:10:04+00:00
22,22,Zup! X,/app/508900/,Indie (23),"Casual (4), Indie (23)",Quiet River,Quiet River,,29 October 2022 – 11:38:58 UTC (6 months ago) (1667043538),96.0,8,11,389,2018-05-17T18:30:05+00:00
23,23,Flowers -Le volume sur ete-,/app/858940/,Casual (4),Casual (4),JAST USA,Innocent Grey,,8 September 2020 – 08:54:32 UTC (3 years ago) (1599555272),99.0,3,11,34,2022-06-29T14:40:10+00:00
24,24,Lethal League Blaze,/app/553310/,Action (1),"Action (1), Indie (23), Sports (18)",Team Reptile,Team Reptile,Engine.Unity,31 October 2022 – 15:22:33 UTC (6 months ago) (1667229753),96.0,23,48,"2,673",2018-10-25T00:30:04+00:00
25,25,Hello Charlotte: Childhood's End,/app/760890/,RPG (3),"Indie (23), RPG (3)",etherane,etherane,Engine.RPGMaker,8 November 2022 – 09:08:58 UTC (5 months ago) (1667898538),98.0,3,7,70,2018-01-05T13:20:11+00:00
26,26,Coloring Pixels,/app/897330/,Free to Play (37),"Casual (4), Free to Play (37), Indie (23)",ToastieLabs,ToastieLabs,"Engine.Unity, SDK.Discord",8 August 2022 – 13:08:35 UTC (8 months ago) (1659964115),96.0,516,599,"1,535",2018-08-31T20:30:05+00:00
27,27,Maitetsu:Pure Station,/app/880950/,Adventure (25),Adventure (25),HIKARI FIELD,Lose,"Engine.KiriKiri, SDK.Vorbis",25 November 2019 – 03:08:16 UTC (3 years ago) (1574651296),96.0,9,19,339,2018-09-24T15:00:07+00:00
28,28,Aim Lab,/app/714010/,Action (1),"Action (1), Adventure (25), Casual (4), Free to Play (37), Indie (23), Simulation (28), Early Access (70)",Statespace,Statespace,"Engine.Unity, SDK.CEF",21 January 2022 – 16:04:27 UTC (15 months ago) (1642781067),94.0,"4,783","5,250","10,381",2021-05-04T16:45:04+00:00
29,29,Mark of the Ninja: Remastered,/app/860950/,Indie (23),"Action (1), Indie (23)",Klei Entertainment,Klei Entertainment,"SDK.Bink_Video, SDK.FMOD, SDK.SDL",19 November 2022 – 21:23:09 UTC (5 months ago) (1668892989),96.0,15,31,687,2018-10-13T14:20:06+00:00
30,30,STEINS;GATE 0,/app/825630/,Adventure (25),Adventure (25),"Spike Chunsoft Co., Ltd.",MAGES. Inc.,SDK.Bink_Video,11 October 2019 – 05:48:52 UTC (4 years ago) (1570772932),96.0,41,73,787,2018-05-12T15:10:04+00:00
31,31,The Curse of Monkey Island,/app/730820/,Adventure (25),Adventure (25),LucasArts,LucasArts,"Emulator.SCUMMVM, SDK.SDL",20 March 2018 – 20:47:01 UTC (5 years ago) (1521578821),97.0,36,37,374,2018-03-25T18:40:06+00:00
32,32,Meteor 60 Seconds!,/app/788770/,Simulation (28),"Action (1), Casual (4), Free to Play (37), Indie (23), Simulation (28)",Avocavo,Avocavo,Engine.Unity,1 April 2018 – 00:06:44 UTC (5 years ago) (1522541204),96.0,1,7,346,2018-03-02T21:30:06+00:00
33,33,Miracle Snack Shop,/app/995460/,Indie (23),"Casual (4), Indie (23), Simulation (28)","TALESSHOP Co., Ltd.","TALESSHOP Co., Ltd.",Engine.Adobe_AIR,19 December 2022 – 12:21:34 UTC (4 months ago) (1671452494),97.0,1,5,345,2019-04-01T14:10:04+00:00
34,34,Farming Simulator 19,/app/787860/,Simulation (28),Simulation (28),Giants Software,Giants Software,"SDK.EpicOnlineServices, SDK.Tobii",22 March 2021 – 12:25:00 UTC (2 years ago) (1616415900),94.0,"4,523","4,781","59,466",2018-11-20T19:30:03+00:00
35,35,The Void Rains Upon Her Heart,/app/790060/,Early Access (70),"Action (1), Indie (23), Early Access (70)",The Hidden Levels,Veyeral Games,Engine.GameMaker,27 November 2021 – 05:22:51 UTC (17 months ago) (1637990571),100.0,9,14,39,2022-02-15T22:20:09+00:00
36,36,Kingdom Rush Origins,/app/816340/,Indie (23),"Indie (23), Strategy (2)",Ironhide Game Studio,Ironhide Game Studio,"Engine.Love2D, SDK.OpenAL, SDK.SDL, SDK.Vorbis",7 October 2022 – 13:04:28 UTC (6 months ago) (1665147868),95.0,110,196,"2,000",2018-10-20T14:30:04+00:00
37,37,Zup! 8,/app/799070/,Indie (23),"Casual (4), Indie (23)",Quiet River,Quiet River,,29 October 2022 – 11:34:16 UTC (6 months ago) (1667043256),96.0,4,7,754,2021-07-07T23:55:04+00:00
38,38,Airships: Conquer the Skies,/app/342560/,Strategy (2),"Action (1), Indie (23), Strategy (2)",David Stark,David Stark,"SDK.JVM, SDK.OpenAL",11 August 2022 – 13:26:34 UTC (8 months ago) (1660224394),95.0,80,107,"1,313",2022-08-17T20:00:03+00:00
39,39,The Witch's House MV,/app/885810/,Indie (23),"Adventure (25), Casual (4), Indie (23), RPG (3)",DANGEN Entertainment,Fummy,"Engine.RPGMaker, SDK.NWJS, SDK.NodeJS",16 September 2021 – 05:09:41 UTC (2 years ago) (1631768981),96.0,2,10,195,2018-10-31T14:00:08+00:00
40,40,Lobotomy Corporation,/app/568220/,Indie (23),"Indie (23), Simulation (28)",ProjectMoon,ProjectMoon,Engine.Unity,10 December 2017 – 05:20:53 UTC (5 years ago) (1512883253),94.0,"1,014","2,281","3,748",2023-04-08T13:50:04+00:00
41,41,Into the Breach,/app/590380/,Strategy (2),"Indie (23), RPG (3), Simulation (28), Strategy (2)",Subset Games,Subset Games,"SDK.FMOD, SDK.SDL",18 July 2022 – 15:23:16 UTC (9 months ago) (1658157796),94.0,271,323,"14,682",2018-03-03T20:50:04+00:00
42,42,Yoku's Island Express,/app/334940/,Adventure (25),"Adventure (25), Indie (23)",Team17 Digital Ltd,Villa Gorilla,,2 September 2021 – 15:03:44 UTC (2 years ago) (1630595024),96.0,7,20,283,2019-08-03T18:40:04+00:00
43,43,House Flipper,/app/613100/,Simulation (28),"Indie (23), Simulation (28)",Frozen District,Empyrean,"Engine.Unity, SDK.Discord, SDK.SteamworksNET, SDK.UnityBurst, SDK.UnityEntities, SDK.UnityHybridRenderer, SDK.XAudio2, SDK.cURL",12 April 2023 – 20:28:38 UTC (7 days ago) (1681331318),93.0,"6,003","7,004","13,032",2022-05-15T18:45:04+00:00
44,44,The Walking Dead: The Final Season,/app/866800/,Adventure (25),Adventure (25),Skybound Games,Telltale Games,"SDK.FMOD, SDK.Oodle",1 November 2019 – 00:40:33 UTC (4 years ago) (1572568833),94.0,50,69,"4,120",2018-09-25T17:20:03+00:00
45,45,永冻之壳 The Shell of Permafrost,/app/976940/,Free to Play (37),"Casual (4), Free to Play (37), Indie (23), RPG (3)",迷糊的安安,MiCHA Studio,Engine.RPGMaker,6 November 2018 – 04:58:07 UTC (5 years ago) (1541480287),98.0,3,3,33,2018-12-22T14:30:06+00:00
46,46,FAR: Lone Sails,/app/609320/,Adventure (25),"Action (1), Adventure (25), Indie (23)",Assemble Entertainment,Okomotive,"Engine.Unity, SDK.EpicOnlineServices, SDK.FMOD, SDK.XAudio2",16 March 2023 – 18:19:14 UTC (last month) (1678990754),94.0,45,83,924,2019-04-07T16:25:05+00:00
47,47,DISTRAINT 2,/app/743390/,Indie (23),"Adventure (25), Casual (4), Indie (23)",Jesse Makkonen,Jesse Makkonen,,28 October 2021 – 08:35:58 UTC (2 years ago) (1635410158),95.0,4,9,96,2019-07-16T22:00:05+00:00
48,48,Farm Together,/app/673950/,Simulation (28),"Casual (4), Indie (23), Simulation (28)",Milkstone Studios,Milkstone Studios,"Engine.Unity, SDK.SDL, SDK.SteamworksNET",13 June 2019 – 10:23:52 UTC (4 years ago) (1560421432),94.0,"1,324","1,763","6,998",2022-04-26T14:35:04+00:00
49,49,SYNTHETIK,/app/528230/,Action (1),"Action (1), Indie (23)",Flow Fire Games,Flow Fire Games,Engine.GameMaker,23 November 2022 – 10:24:20 UTC (5 months ago) (1669199060),94.0,295,307,"3,458",2020-02-02T20:45:03+00:00
50,50,Bean Battles,/app/765410/,Indie (23),"Action (1), Indie (23)",Gupa Games,Gupa Games,Engine.Unity,15 September 2022 – 23:43:35 UTC (7 months ago) (1663285415),94.0,10,53,286,2019-07-01T02:30:05+00:00
51,51,Door Kickers: Action Squad,/app/686200/,Indie (23),"Action (1), Casual (4), Indie (23), Simulation (28), Strategy (2)",KillHouse Games,PixelShard,"SDK.SDL, SDK.cURL",7 November 2022 – 21:05:25 UTC (5 months ago) (1667855125),94.0,33,71,"2,454",2020-12-08T14:20:03+00:00
52,52,The Ditzy Demons Are in Love With Me,/app/802870/,Adventure (25),Adventure (25),Sekai Project,SMILE,"Engine.KiriKiri, SDK.Vorbis",5 September 2019 – 18:34:06 UTC (4 years ago) (1567708446),96.0,4,10,141,2018-10-28T14:00:10+00:00
53,53,The Crown of Leaves,/app/604330/,Indie (23),"Adventure (25), Casual (4), Indie (23)",The Broken Horn,Lingrimm,"Engine.GameMaker, SDK.cURL",15 February 2021 – 22:31:42 UTC (2 years ago) (1613428302),96.0,1,6,270,2021-03-29T19:50:05+00:00
54,54,The Red Strings Club,/app/589780/,Indie (23),"Adventure (25), Indie (23)",Devolver Digital,Deconstructeam,Engine.GameMaker,18 January 2021 – 22:44:11 UTC (2 years ago) (1611009851),94.0,5,20,287,2021-01-20T14:10:04+00:00
55,55,My Brother Rabbit,/app/855640/,Adventure (25),"Adventure (25), Casual (4), Indie (23)",Artifex Mundi,Artifex Mundi,,25 September 2019 – 09:56:08 UTC (4 years ago) (1569405368),96.0,5,6,89,2022-10-15T15:30:07+00:00
56,56,Parkitect,/app/453090/,Simulation (28),"Casual (4), Indie (23), Simulation (28), Strategy (2)",Texel Raptor,Texel Raptor,"Engine.Unity, SDK.Discord, SDK.Photon, SDK.SteamworksNET, SDK.cURL",31 October 2022 – 02:52:16 UTC (6 months ago) (1667184736),94.0,136,193,"1,400",2018-12-30T16:40:04+00:00
57,57,Wandersong,/app/530320/,Adventure (25),"Adventure (25), Indie (23)",Greg Lobanov,Greg Lobanov,Engine.GameMaker,28 October 2019 – 22:57:58 UTC (4 years ago) (1572303478),95.0,4,11,226,2019-05-04T19:10:04+00:00
58,58,Heartbound,/app/567380/,RPG (3),"Action (1), Adventure (25), Indie (23), RPG (3), Early Access (70)",Pirate Software,Pirate Software,Engine.GameMaker,16 December 2022 – 09:53:59 UTC (4 months ago) (1671184439),96.0,0,7,121,2018-12-25T04:30:03+00:00
59,59,CrossCode,/app/368340/,RPG (3),"Action (1), Adventure (25), Indie (23), RPG (3)",Deck13,Radical Fish Games,"SDK.Greenworks, SDK.NWJS, SDK.NodeJS",14 September 2021 – 12:44:49 UTC (2 years ago) (1631623489),93.0,94,136,"3,429",2018-09-23T19:00:06+00:00
60,60,Mhakna Gramura and Fairy Bell,/app/753220/,Casual (4),"Casual (4), Indie (23)",ALICE IN DISSONANCE,ALICE IN DISSONANCE,"Engine.RenPy, SDK.SDL",31 October 2022 – 14:24:07 UTC (6 months ago) (1667226247),98.0,0,2,25,2018-02-19T19:00:19+00:00
61,61,Akane,/app/884260/,Action (1),"Action (1), Casual (4), Indie (23)",Ludic Studios,Ludic Studios,"Engine.Unity, SDK.FMOD",4 December 2019 – 00:38:38 UTC (3 years ago) (1575419918),95.0,6,6,117,2018-09-24T00:20:09+00:00
62,62,killer7,/app/868520/,Adventure (25),"Action (1), Adventure (25)","NIS America, Inc.",GRASSHOPPER MANUFACTURE INC.,,14 November 2022 – 23:49:51 UTC (5 months ago) (1668469791),95.0,2,23,224,2018-11-17T21:00:08+00:00
63,63,"one night, hot springs",/app/917680/,Free to Play (37),"Free to Play (37), Indie (23), Simulation (28)",npckc,npckc,Engine.RenPy,3 October 2021 – 04:23:22 UTC (2 years ago) (1633235002),95.0,1,7,62,2019-05-25T16:30:04+00:00
64,64,東方幕華祭 TouHou Makuka Sai ~ Fantastic Danmaku Festival,/app/882710/,Indie (23),"Action (1), Adventure (25), Casual (4), Indie (23)",東方幕華祭制作组,東方幕華祭制作组,"Engine.XNA, SDK.SteamworksNET",25 June 2019 – 21:31:30 UTC (4 years ago) (1561498290),96.0,4,11,87,2018-08-24T11:10:09+00:00
65,65,DEEP SPACE WAIFU: NEKOMIMI,/app/868980/,Action (1),"Action (1), Casual (4), Indie (23)",Neko Climax Studios,Neko Climax Studios,Engine.Unity,28 October 2022 – 20:15:06 UTC (6 months ago) (1666988106),97.0,0,2,135,2018-12-24T15:30:04+00:00
66,66,The Messenger,/app/764790/,Action (1),"Action (1), Indie (23)",Devolver Digital,Sabotage,"Engine.Unity, SDK.Discord",2 August 2022 – 21:12:04 UTC (9 months ago) (1659474724),94.0,32,41,679,2019-07-14T19:30:03+00:00
67,67,Unavowed,/app/336140/,Adventure (25),"Adventure (25), Indie (23), RPG (3)",Wadjet Eye Games,Wadjet Eye Games,"Engine.AdventureGameStudio, SDK.Vorbis",28 October 2022 – 20:22:48 UTC (6 months ago) (1666988568),96.0,4,14,327,2018-08-12T20:00:07+00:00
68,68,Scalak,/app/858760/,Indie (23),"Casual (4), Indie (23)",Hamster On Coke Games,Hamster On Coke Games,Engine.Unity,26 April 2022 – 08:13:22 UTC (12 months ago) (1650960802),97.0,1,3,32,2018-05-24T18:10:14+00:00
69,69,Rusty Lake Paradise,/app/744190/,Adventure (25),"Adventure (25), Indie (23)",Rusty Lake,Rusty Lake,"Engine.Adobe_AIR, SDK.Adobe_Flash",28 October 2020 – 15:48:01 UTC (3 years ago) (1603900081),94.0,23,60,"1,139",2018-01-11T14:20:04+00:00
70,70,The House in Fata Morgana: A Requiem for Innocence,/app/804700/,Adventure (25),Adventure (25),MangaGamer,NOVECT,"Engine.KiriKiri, SDK.Vorbis",9 September 2022 – 04:30:25 UTC (7 months ago) (1662697825),97.0,2,11,54,2018-05-19T17:00:13+00:00
71,71,"OH MY GOD, LOOK AT THIS KNIGHT",/app/781440/,Adventure (25),"Action (1), Adventure (25), Free to Play (37), Indie (23)",AZAMATIKA,Foxoft,Engine.GameMaker,15 June 2019 – 00:03:52 UTC (4 years ago) (1560557032),95.0,0,2,46,2018-02-21T17:50:16+00:00
72,72,Among Us,/app/945360/,Casual (4),Casual (4),Innersloth,Innersloth,"Engine.Unity, SDK.Discord, SDK.EpicOnlineServices",9 January 2023 – 19:29:22 UTC (3 months ago) (1673292562),91.0,"4,013","6,013","447,476",2020-09-26T03:45:04+00:00
73,73,Moss,/app/846470/,Adventure (25),"Action (1), Adventure (25), Casual (4)",Polyarc,Polyarc,"Engine.Unreal, SDK.NVIDIA_APEX, SDK.NVIDIA_Nsight_Aftermath, SDK.NVIDIA_PhysX, SDK.OculusXRPlugin, SDK.OpenVR, SDK.Vorbis",4 April 2023 – 19:24:49 UTC (15 days ago) (1680636289),95.0,3,14,164,2021-02-28T21:10:05+00:00
74,74,Muv-Luv Alternative,/app/802890/,Adventure (25),"Adventure (25), Casual (4)",aNCHOR Inc.,aNCHOR Inc.,SDK.Vorbis,1 August 2022 – 07:49:49 UTC (9 months ago) (1659340189),95.0,20,33,200,2021-11-06T13:50:05+00:00
75,75,Higurashi When They Cry Hou - Ch.6 Tsumihoroboshi,/app/668350/,Adventure (25),Adventure (25),MangaGamer,07th Expansion,"Engine.Unity, SDK.Vorbis",18 September 2019 – 19:31:59 UTC (4 years ago) (1568835119),98.0,6,8,46,2018-06-15T21:20:18+00:00
76,76,Sprout,/app/758530/,Indie (23),"Adventure (25), Casual (4), Free to Play (37), Indie (23), Strategy (2)",Mindful Mammoth,Jeff Nusz,Engine.Unity,24 November 2017 – 20:54:47 UTC (6 years ago) (1511556887),96.0,0,2,46,2018-01-07T18:40:15+00:00
77,77,Swarmlake,/app/793350/,Action (1),"Action (1), Casual (4), Indie (23)",Dominique Grieshofer,Dominique Grieshofer,SDK.FMOD,29 June 2020 – 16:57:07 UTC (3 years ago) (1593449827),95.0,2,5,437,2023-04-04T11:15:04+00:00
78,78,RetroMaze,/app/852110/,Indie (23),"Casual (4), Indie (23)",Durven Studios,Durven Studios,Engine.GameMaker,21 June 2021 – 20:55:56 UTC (2 years ago) (1624308956),96.0,1,2,9,2022-11-02T22:30:16+00:00
79,79,Do Not Feed the Monkeys,/app/658850/,Indie (23),"Indie (23), Simulation (28), Strategy (2)",Alawar Premium,Fictiorama Studios,Engine.Unity,22 December 2022 – 18:11:26 UTC (4 months ago) (1671732686),93.0,126,151,"1,888",2018-10-27T13:30:04+00:00
80,80,Hentai Girl Linda,/app/927890/,Indie (23),"Casual (4), Indie (23), RPG (3), Simulation (28)",GirlGames,GirlGames,Engine.Unity,10 August 2022 – 09:31:53 UTC (8 months ago) (1660123913),94.0,5,8,393,2018-12-09T13:10:04+00:00
81,81,Monster Prom,/app/743450/,Indie (23),"Indie (23), Simulation (28)",Those Awesome Guys,Beautiful Glitch,Engine.Unity,7 November 2022 – 12:58:05 UTC (5 months ago) (1667825885),93.0,34,73,"1,510",2018-04-30T02:30:04+00:00
82,82,Noel the Mortal Fate S1-7,/app/850000/,Adventure (25),"Adventure (25), Indie (23), RPG (3)",Vaka Game Magazine,Vaka Game Magazine,"Engine.RPGMaker, Engine.Unity, SDK.NWJS, SDK.NodeJS",10 August 2021 – 08:21:08 UTC (2 years ago) (1628583668),95.0,5,18,137,2018-06-26T14:00:10+00:00
83,83,Delete,/app/773670/,Indie (23),"Casual (4), Indie (23)",PONY,PONY,Engine.Unity,5 July 2022 – 05:01:34 UTC (10 months ago) (1656997294),96.0,3,4,43,2019-03-17T06:40:05+00:00
84,84,Jet Island,/app/587220/,Adventure (25),"Action (1), Adventure (25), Casual (4), Indie (23), Simulation (28)",Master Indie,Master Indie,"Engine.Unity, SDK.OpenVR, SDK.Photon",25 June 2020 – 06:01:21 UTC (3 years ago) (1593064881),95.0,1,4,87,2018-10-07T00:00:00+00:00
85,85,DYO,/app/791470/,Indie (23),Indie (23),Team DYO,Team DYO,Engine.GameMaker,23 November 2019 – 18:22:10 UTC (3 years ago) (1574533330),96.0,12,35,113,2022-12-15T13:20:09+00:00
86,86,Marie's Room,/app/648390/,Adventure (25),"Adventure (25), Casual (4), Free to Play (37), Indie (23)",like Charlie,like Charlie,"Engine.Unreal, SDK.Intel_OID, SDK.NVIDIA_APEX, SDK.NVIDIA_GeForce_Now, SDK.NVIDIA_Nsight_Aftermath, SDK.NVIDIA_PhysX, SDK.OculusXRPlugin, SDK.OpenXR, SDK.Vorbis, SDK.XAudio2",28 January 2021 – 15:23:28 UTC (2 years ago) (1611847408),93.0,9,14,285,2018-04-15T19:50:08+00:00
87,87,Rolling Line,/app/754150/,Simulation (28),"Casual (4), Indie (23), Simulation (28)",Gaugepunk Games,Gaugepunk Games,"Engine.Unity, SDK.FreeImage, SDK.OpenVR, SDK.UnityBurst, SDK.UnityURP, SDK.Vorbis, SDK.cURL",12 January 2023 – 04:46:29 UTC (3 months ago) (1673498789),95.0,31,66,146,2022-02-19T20:10:07+00:00
88,88,Bloodstained: Curse of the Moon,/app/838310/,Action (1),Action (1),"INTI CREATES CO., LTD.","INTI CREATES CO., LTD.",,29 March 2021 – 01:59:15 UTC (2 years ago) (1616983155),94.0,3,9,953,2018-05-25T01:30:04+00:00
89,89,Ding Dong XL,/app/862570/,Action (1),"Action (1), Casual (4), Indie (23)",Adamvision Studios,Adamvision Studios,"Engine.Unity, SDK.cURL",28 January 2020 – 16:52:45 UTC (3 years ago) (1580230365),97.0,1,3,696,2022-05-07T23:50:04+00:00
90,90,Kaori After Story,/app/979600/,RPG (3),"Adventure (25), Indie (23), RPG (3), Simulation (28)",PixelFade,PixelFade,Engine.Unity,29 October 2022 – 00:59:42 UTC (6 months ago) (1667005182),98.0,0,1,123,2018-12-03T18:50:05+00:00
91,91,ISLAND,/app/857450/,Adventure (25),"Adventure (25), Casual (4)",Frontwing USA,Frontwing,SDK.Vorbis,15 April 2021 – 09:51:47 UTC (2 years ago) (1618480307),96.0,4,10,80,2018-08-26T15:30:10+00:00
92,92,Super Ledgehop: Double Laser,/app/787070/,Indie (23),"Action (1), Adventure (25), Indie (23)",LAME Dimension,LAME Dimension,Engine.GameMaker,11 December 2020 – 09:14:02 UTC (2 years ago) (1607678042),97.0,0,2,18,2018-11-17T19:40:23+00:00
93,93,Pit People,/app/291860/,Strategy (2),"Action (1), Indie (23), RPG (3), Strategy (2)",The Behemoth,The Behemoth,"SDK.Bink_Video, SDK.FMOD",28 October 2022 – 19:42:24 UTC (6 months ago) (1666986144),93.0,20,36,"2,504",2017-01-22T22:00:11+00:00
94,94,Friday the 13th: Killer Puzzle,/app/795100/,Unknown Genre (0),"Casual (4), Free to Play (37), Indie (23), Strategy (2)",Blue Wizard Digital,Blue Wizard Digital,Engine.Unity,2 November 2022 – 21:40:41 UTC (6 months ago) (1667425241),93.0,13,16,"1,674",2018-04-20T18:00:07+00:00
95,95,Horizon Chase Turbo,/app/389140/,Racing (9),"Action (1), Casual (4), Indie (23), Racing (9), Sports (18)",AQUIRIS,AQUIRIS,Engine.Unity,17 April 2023 – 18:12:28 UTC (2 days ago) (1681755148),94.0,29,46,226,2020-03-21T18:20:04+00:00
